source_column,series_name,region,subregion,product,metric,unit,period_type
WO9RI_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,East Coast,,(PADD 1) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,(PADD 1) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
WO9RI_R20_2,weekly Midwest (PADD 2) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Midwest,,(PADD 2) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,(PADD 2) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
WO9RI_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Gulf Coast,,(PADD 3) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,(PADD 3) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
WO9RI_R40_2,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Rocky Mountain,,(PADD 4) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,(PADD 4) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
WO9RI_R50_2,weekly West Coast (PADD 5) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,West Coast,,(PADD 5) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,(PADD 5) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
W_EPOBGRR_YIR_NUS_MBBLD,"weekly U.S. Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",U.S.,,"Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
W_EPOBGRR_YIR_R10_MBBLD,"weekly East Coast (PADD 1) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",East Coast,,"(PADD 1) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","(PADD 1) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
W_EPOBGRR_YIR_R20_MBBLD,"weekly Midwest (PADD2) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Midwest,,"(PADD2) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","(PADD2) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
W_EPOBGRR_YIR_R30_MBBLD,"weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Gulf Coast,,"(PADD 3) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","(PADD 3) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
W_EPOBGRR_YIR_R40_MBBLD,"weekly Rocky Mountain (PADD 4) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Rocky Mountain,,"(PADD 4) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","(PADD 4) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
W_EPOBGRR_YIR_R50_MBBLD,"weekly West Coast (PADD 5) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",West Coast,,"(PADD 5) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","(PADD 5) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
W_EPOOXE_YIR_NUS_MBBLD,weekly U.S. Refiner and Blender Net Input of Fuel Ethanol,U.S.,,Refiner and Blender Net Input of Fuel Ethanol,Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
W_EPOOXE_YIR_R10_MBBLD,weekly East Coast (PADD 1) Refiner and Blender Net Input of Fuel Ethanol,East Coast,,(PADD 1) Refiner and Blender Net Input of Fuel Ethanol,(PADD 1) Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
W_EPOOXE_YIR_R20_MBBLD,weekly Midwest (PADD 2) Refiner and Blender Net Input of Fuel Ethanol,Midwest,,(PADD 2) Refiner and Blender Net Input of Fuel Ethanol,(PADD 2) Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
W_EPOOXE_YIR_R30_MBBLD,weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Fuel Ethanol,Gulf Coast,,(PADD 3) Refiner and Blender Net Input of Fuel Ethanol,(PADD 3) Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
W_EPOOXE_YIR_R40_MBBLD,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Input of Fuel Ethanol,Rocky Mountain,,(PADD 4) Refiner and Blender Net Input of Fuel Ethanol,(PADD 4) Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
W_EPOOXE_YIR_R50_MBBLD,weekly West Coast (PADD 5) Refiner and Blender Net Input of Fuel Ethanol,West Coast,,(PADD 5) Refiner and Blender Net Input of Fuel Ethanol,(PADD 5) Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
WD0TP_R10_2,"weekly East Coast (PADD 1) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",East Coast,,"(PADD 1) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","(PADD 1) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
WD0TP_R20_2,"weekly Midwest (PADD 2) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Midwest,,"(PADD 2) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","(PADD 2) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
WD0TP_R30_2,"weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Gulf Coast,,"(PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","(PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
WD0TP_R40_2,"weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Rocky Mountain,,"(PADD 4) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","(PADD 4) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
WD0TP_R50_2,"weekly West Coast (PADD 5) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",West Coast,,"(PADD 5) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","(PADD 5) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
WD1TP_R10_2,"weekly East Coast (PADD 1) Refiner and Blender Net Production of  Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",East Coast,,"(PADD 1) Refiner and Blender Net Production of  Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","(PADD 1) Refiner and Blender Net Production of  Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
WD1TP_R20_2,"weekly Midwest (PADD 2)Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Midwest,,"(PADD 2)Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","(PADD 2)Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
WD1TP_R30_2,"weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Gulf Coast,,"(PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","(PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
WD1TP_R40_2,"weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Rocky Mountain,,"(PADD 4) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","(PADD 4) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
WD1TP_R50_2,"weekly West Coast (PADD 5) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",West Coast,,"(PADD 5) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","(PADD 5) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
WDGRPP12,weekly East Coast (PADD 1)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,East Coast,,(PADD 1)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,(PADD 1)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
WDGRPP22,weekly Midwest (PADD 2)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Midwest,,(PADD 2)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,(PADD 2)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
WDGRPP32,weekly Gulf Coast (PADD 3)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Gulf Coast,,(PADD 3)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,(PADD 3)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
WDGRPP42,weekly Rocky Mountain (PADD 4)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Rocky Mountain,,(PADD 4)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,(PADD 4)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
WDGRPP52,weekly West Coast (PADD 5)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,West Coast,,(PADD 5)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,(PADD 5)  Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
WG1TP_NUS_2,weekly U.S. Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,U.S.,,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WG1TP_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,East Coast,,(PADD 1) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,(PADD 1) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WG1TP_R20_2,weekly Midwest (PADD 2) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Midwest,,(PADD 2) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,(PADD 2) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WG1TP_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Gulf Coast,,(PADD 3) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,(PADD 3) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WG1TP_R40_2,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Rocky Mountain,,(PADD 4) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,(PADD 4) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WG1TP_R50_2,weekly West Coast (PADD 5) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,West Coast,,(PADD 5) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,(PADD 5) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WG4TP_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Production of Conventional Motor Gasoline,East Coast,,(PADD 1) Refiner and Blender Net Production of Conventional Motor Gasoline,(PADD 1) Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG4TP_R20_2,weekly Midwest (PADD 2) Refiner and Blender Net Production of Conventional Motor Gasoline,Midwest,,(PADD 2) Refiner and Blender Net Production of Conventional Motor Gasoline,(PADD 2) Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG4TP_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Conventional Motor Gasoline,Gulf Coast,,(PADD 3) Refiner and Blender Net Production of Conventional Motor Gasoline,(PADD 3) Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG4TP_R40_2,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Conventional Motor Gasoline,Rocky Mountain,,(PADD 4) Refiner and Blender Net Production of Conventional Motor Gasoline,(PADD 4) Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG4TP_R50_2,weekly West Coast (PADD 5) Refiner and Blender Net Production of Conventional Motor Gasoline,West Coast,,(PADD 5) Refiner and Blender Net Production of Conventional Motor Gasoline,(PADD 5) Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG5TP_NUS_2,weekly U.S. Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,U.S.,,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WG5TP_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,East Coast,,(PADD 1) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,(PADD 1) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WG5TP_R20_2,weekly Midwest (PADD 2) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Midwest,,(PADD 2) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,(PADD 2) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WG5TP_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Gulf Coast,,(PADD 3) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,(PADD 3) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WG5TP_R40_2,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Rocky Mountain,,(PADD 4) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,(PADD 4) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WG5TP_R50_2,weekly West Coast (PADD 5) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,West Coast,,(PADD 5) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,(PADD 5) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WG6TP_NUS_2,weekly U.S. Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,U.S.,,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG6TP_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,East Coast,,(PADD 1) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,(PADD 1) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG6TP_R20_2,weekly Midwest (PADD 2) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Midwest,,(PADD 2) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,(PADD 2) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG6TP_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Gulf Coast,,(PADD 3) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,(PADD 3) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG6TP_R40_2,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Rocky Mountain,,(PADD 4) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,(PADD 4) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG6TP_R50_2,weekly West Coast (PADD 5) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,West Coast,,(PADD 5) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,(PADD 5) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WGRRPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Reformulated Motor Gasoline,East Coast,,(PADD 1) Refiner and Blender Net Production of Reformulated Motor Gasoline,(PADD 1) Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
WGRRPP22,weekly Midwest (PADD 2) Refiner and Blender Net Production of Reformulated Motor Gasoline,Midwest,,(PADD 2) Refiner and Blender Net Production of Reformulated Motor Gasoline,(PADD 2) Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
WGRRPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Reformulated Motor Gasoline,Gulf Coast,,(PADD 3) Refiner and Blender Net Production of Reformulated Motor Gasoline,(PADD 3) Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
WGRRPP42,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Reformulated Motor Gasoline,Rocky Mountain,,(PADD 4) Refiner and Blender Net Production of Reformulated Motor Gasoline,(PADD 4) Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
WGRRPP52,weekly West Coast (PADD 5) Refiner and Blender Net Production of Reformulated Motor Gasoline,West Coast,,(PADD 5) Refiner and Blender Net Production of Reformulated Motor Gasoline,(PADD 5) Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
WKCRPP12,weekly East Coast (PADD 1)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,East Coast,,(PADD 1)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,(PADD 1)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKCRPP22,weekly Midwest (PADD 2)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Midwest,,(PADD 2)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,(PADD 2)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKCRPP32,weekly Gulf Coast (PADD 3)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Gulf Coast,,(PADD 3)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,(PADD 3)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKCRPP42,weekly Rocky Mountain (PADD 4)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Rocky Mountain,,(PADD 4)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,(PADD 4)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKCRPP52,weekly West Coast (PADD 5)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,West Coast,,(PADD 5)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,(PADD 5)  Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKCRPUS2,weekly U.S. Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,U.S.,,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKMRPP12,weekly East Coast (PADD 1)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,East Coast,,(PADD 1)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,(PADD 1)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKMRPP22,weekly Midwest (PADD 2)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Midwest,,(PADD 2)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,(PADD 2)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKMRPP32,weekly Gulf Coast (PADD 3)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Gulf Coast,,(PADD 3)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,(PADD 3)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKMRPP42,weekly Rocky Mountain (PADD 4)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Rocky Mountain,,(PADD 4)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,(PADD 4)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKMRPP52,weekly West Coast (PADD 5)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,West Coast,,(PADD 5)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,(PADD 5)  Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKMRPUS2,weekly U.S. Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,U.S.,,Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
W_EPM0CAG55_YPT_NUS_MBBLD,"weekly U.S. Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",U.S.,,"Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55","Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Thousand Barrels per Day,weekly
W_EPM0CAG55_YPT_R10_MBBLD,"weekly East Coast (PADD 1) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",East Coast,,"(PADD 1) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55","(PADD 1) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Thousand Barrels per Day,weekly
W_EPM0CAG55_YPT_R20_MBBLD,"weekly Midwest (PADD 2) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Midwest,,"(PADD 2) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55","(PADD 2) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Thousand Barrels per Day,weekly
W_EPM0CAG55_YPT_R30_MBBLD,"weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Gulf Coast,,"(PADD 3) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55","(PADD 3) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Thousand Barrels per Day,weekly
W_EPM0CAG55_YPT_R40_MBBLD,"weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Rocky Mountain,,"(PADD 4) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55","(PADD 4) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Thousand Barrels per Day,weekly
W_EPM0CAG55_YPT_R50_MBBLD,"weekly West Coast (PADD 5)  Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",West Coast,,"(PADD 5)  Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55","(PADD 5)  Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Thousand Barrels per Day,weekly
W_EPM0CAL55_YPT_NUS_MBBLD,"weekly U.S. Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",U.S.,,"Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower","Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",Thousand Barrels per Day,weekly
W_EPM0CAL55_YPT_R10_MBBLD,"weekly East Coast (PADD 1) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",East Coast,,"(PADD 1) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower","(PADD 1) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",Thousand Barrels per Day,weekly
W_EPM0CAL55_YPT_R20_MBBLD,"weekly Midwest (PADD 2) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",Midwest,,"(PADD 2) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower","(PADD 2) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",Thousand Barrels per Day,weekly
W_EPM0CAL55_YPT_R30_MBBLD,"weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",Gulf Coast,,"(PADD 3) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower","(PADD 3) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",Thousand Barrels per Day,weekly
W_EPM0CAL55_YPT_R40_MBBLD,"weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",Rocky Mountain,,"(PADD 4) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower","(PADD 4) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",Thousand Barrels per Day,weekly
