source_column,series_name,region,subregion,product,metric,unit,period_type
WD3IM_R30-Z00_2,"weekly Gulf Coast (PADD 3) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Gulf Coast,,"(PADD 3) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","(PADD 3) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
WD3IM_R40-Z00_2,"weekly Rocky Mountain (PADD 4) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Rocky Mountain,,"(PADD 4) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","(PADD 4) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
WD3IM_R50-Z00_2,"weekly West Coast (PADD 5) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",West Coast,,"(PADD 5) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","(PADD 5) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
WDIIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Distillate Fuel Oil,East Coast,,(PADD 1) Imports of Distillate Fuel Oil,(PADD 1) Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
WDIIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Distillate Fuel Oil,Midwest,,(PADD 2) Imports of Distillate Fuel Oil,(PADD 2) Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
WDIIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Distillate Fuel Oil,Gulf Coast,,(PADD 3) Imports of Distillate Fuel Oil,(PADD 3) Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
WDIIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Distillate Fuel Oil,Rocky Mountain,,(PADD 4) Imports of Distillate Fuel Oil,(PADD 4) Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
WDIIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Distillate Fuel Oil,West Coast,,(PADD 5) Imports of Distillate Fuel Oil,(PADD 5) Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
WG1IM_NUS-Z00_2,weekly U.S. Imports of Reformulated Motor Gasoline with Fuel ALcohol,U.S.,,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
WG1IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Reformulated Motor Gasoline with Fuel ALcohol,East Coast,,(PADD 1) Imports of Reformulated Motor Gasoline with Fuel ALcohol,(PADD 1) Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
WG1IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Reformulated Motor Gasoline with Fuel ALcohol,Midwest,,(PADD 2) Imports of Reformulated Motor Gasoline with Fuel ALcohol,(PADD 2) Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
WG1IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Reformulated Motor Gasoline with Fuel ALcohol,Gulf Coast,,(PADD 3) Imports of Reformulated Motor Gasoline with Fuel ALcohol,(PADD 3) Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
WG1IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Reformulated Motor Gasoline with Fuel ALcohol,Rocky Mountain,,(PADD 4) Imports of Reformulated Motor Gasoline with Fuel ALcohol,(PADD 4) Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
WG1IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Reformulated Motor Gasoline with Fuel ALcohol,West Coast,,(PADD 5) Imports of Reformulated Motor Gasoline with Fuel ALcohol,(PADD 5) Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
WG4IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Conventional Motor Gasoline,East Coast,,(PADD 1) Imports of Conventional Motor Gasoline,(PADD 1) Imports of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG4IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional Motor Gasoline,Midwest,,(PADD 2) Imports of Conventional Motor Gasoline,(PADD 2) Imports of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG4IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Conventional Motor Gasoline,Gulf Coast,,(PADD 3) Imports of Conventional Motor Gasoline,(PADD 3) Imports of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG4IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Conventional Motor Gasoline,Rocky Mountain,,(PADD 4) Imports of Conventional Motor Gasoline,(PADD 4) Imports of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG4IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Conventional Motor Gasoline,West Coast,,(PADD 5) Imports of Conventional Motor Gasoline,(PADD 5) Imports of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG5IM_NUS-Z00_2,weekly U.S. Imports of Conventional Motor Gasoline with Fuel Ethanol,U.S.,,Imports of Conventional Motor Gasoline with Fuel Ethanol,Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
WG5IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Conventional Motor Gasoline with Fuel Ethanol,East Coast,,(PADD 1) Imports of Conventional Motor Gasoline with Fuel Ethanol,(PADD 1) Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
WG5IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional Motor Gasoline with Fuel Ethanol,Midwest,,(PADD 2) Imports of Conventional Motor Gasoline with Fuel Ethanol,(PADD 2) Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
WG5IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Conventional Motor Gasoline with Fuel Ethanol,Gulf Coast,,(PADD 3) Imports of Conventional Motor Gasoline with Fuel Ethanol,(PADD 3) Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
WG5IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Conventional Motor Gasoline with Fuel Ethanol,Rocky Mountain,,(PADD 4) Imports of Conventional Motor Gasoline with Fuel Ethanol,(PADD 4) Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
WG5IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Conventional Motor Gasoline with Fuel Ethanol,West Coast,,(PADD 5) Imports of Conventional Motor Gasoline with Fuel Ethanol,(PADD 5) Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
WG6IM_NUS-Z00_2,weekly U.S. Imports of Other Conventional Motor Gasoline,U.S.,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG6IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Other Conventional Motor Gasoline,East Coast,,(PADD 1) Imports of Other Conventional Motor Gasoline,(PADD 1) Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG6IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Other Conventional Motor Gasoline,Midwest,,(PADD 2) Imports of Other Conventional Motor Gasoline,(PADD 2) Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG6IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Other Conventional Motor Gasoline,Gulf Coast,,(PADD 3) Imports of Other Conventional Motor Gasoline,(PADD 3) Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG6IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Other Conventional Motor Gasoline,Rocky Mountain,,(PADD 4) Imports of Other Conventional Motor Gasoline,(PADD 4) Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WG6IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Other Conventional Motor Gasoline,West Coast,,(PADD 5) Imports of Other Conventional Motor Gasoline,(PADD 5) Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
WGRIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Reformulated Motor Gasoline,East Coast,,(PADD 1) Imports of Reformulated Motor Gasoline,(PADD 1) Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
WGRIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Reformulated Motor Gasoline,Midwest,,(PADD 2) Imports of Reformulated Motor Gasoline,(PADD 2) Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
WGRIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Reformulated Motor Gasoline,Gulf Coast,,(PADD 3) Imports of Reformulated Motor Gasoline,(PADD 3) Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
WGRIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Reformulated Motor Gasoline,Rocky Mountain,,(PADD 4) Imports of Reformulated Motor Gasoline,(PADD 4) Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
WGRIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Reformulated Motor Gasoline,West Coast,,(PADD 5) Imports of Reformulated Motor Gasoline,(PADD 5) Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
WGTIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Total Gasoline,East Coast,,(PADD 1) Imports of Total Gasoline,(PADD 1) Imports of Total Gasoline,Thousand Barrels per Day,weekly
WGTIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Total Gasoline,Midwest,,(PADD 2) Imports of Total Gasoline,(PADD 2) Imports of Total Gasoline,Thousand Barrels per Day,weekly
WGTIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Total Gasoline,Gulf Coast,,(PADD 3) Imports of Total Gasoline,(PADD 3) Imports of Total Gasoline,Thousand Barrels per Day,weekly
WGTIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Total Gasoline,Rocky Mountain,,(PADD 4) Imports of Total Gasoline,(PADD 4) Imports of Total Gasoline,Thousand Barrels per Day,weekly
WGTIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Total Gasoline,West Coast,,(PADD 5) Imports of Total Gasoline,(PADD 5) Imports of Total Gasoline,Thousand Barrels per Day,weekly
WKJIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Kerosene-Type Jet Fuel,East Coast,,(PADD 1) Imports of Kerosene-Type Jet Fuel,(PADD 1) Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKJIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel,Midwest,,(PADD 2) Imports of Kerosene-Type Jet Fuel,(PADD 2) Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKJIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Kerosene-Type Jet Fuel,Gulf Coast,,(PADD 3) Imports of Kerosene-Type Jet Fuel,(PADD 3) Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKJIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Kerosene-Type Jet Fuel,Rocky Mountain,,(PADD 4) Imports of Kerosene-Type Jet Fuel,(PADD 4) Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WKJIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Kerosene-Type Jet Fuel,West Coast,,(PADD 5) Imports of Kerosene-Type Jet Fuel,(PADD 5) Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WO6IM_NUS-Z00_2,weekly U.S. Imports of Conventional CBOB Gasoline Blending Components,U.S.,,Imports of Conventional CBOB Gasoline Blending Components,Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
WO6IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Conventional CBOB Gasoline Blending Components,East Coast,,(PADD 1) Imports of Conventional CBOB Gasoline Blending Components,(PADD 1) Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
WO6IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional CBOB Gasoline Blending Components,Midwest,,(PADD 2) Imports of Conventional CBOB Gasoline Blending Components,(PADD 2) Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
WO6IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Conventional CBOB Gasoline Blending Components,Gulf Coast,,(PADD 3) Imports of Conventional CBOB Gasoline Blending Components,(PADD 3) Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
WO6IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Conventional CBOB Gasoline Blending Components,Rocky Mountain,,(PADD 4) Imports of Conventional CBOB Gasoline Blending Components,(PADD 4) Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
WO6IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Conventional CBOB Gasoline Blending Components,West Coast,,(PADD 5) Imports of Conventional CBOB Gasoline Blending Components,(PADD 5) Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
WO7IM_NUS-Z00_2,weekly U.S. Imports of Conventional GTAB Gasoline Blending Components,U.S.,,Imports of Conventional GTAB Gasoline Blending Components,Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
WO7IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Conventional GTAB Gasoline Blending Components,East Coast,,(PADD 1) Imports of Conventional GTAB Gasoline Blending Components,(PADD 1) Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
WO7IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional GTAB Gasoline Blending Components,Midwest,,(PADD 2) Imports of Conventional GTAB Gasoline Blending Components,(PADD 2) Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
WO7IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Conventional GTAB Gasoline Blending Components,Gulf Coast,,(PADD 3) Imports of Conventional GTAB Gasoline Blending Components,(PADD 3) Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
WO7IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Conventional GTAB Gasoline Blending Components,Rocky Mountain,,(PADD 4) Imports of Conventional GTAB Gasoline Blending Components,(PADD 4) Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
WO7IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Conventional GTAB Gasoline Blending Components,West Coast,,(PADD 5) Imports of Conventional GTAB Gasoline Blending Components,(PADD 5) Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
WO9IM_NUS-Z00_2,weekly U.S. Imports of Conventional Other Gasoline Blending Components,U.S.,,Imports of Conventional Other Gasoline Blending Components,Imports of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
WO9IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Conventional Other Gasoline Blending Components,East Coast,,(PADD 1) Imports of Conventional Other Gasoline Blending Components,(PADD 1) Imports of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
WO9IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional Other Gasoline Blending Components,Midwest,,(PADD 2) Imports of Conventional Other Gasoline Blending Components,(PADD 2) Imports of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
WO9IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Conventional Other Gasoline Blending Components,Gulf Coast,,(PADD 3) Imports of Conventional Other Gasoline Blending Components,(PADD 3) Imports of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
WO9IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Conventional Other Gasoline Blending Components Imports,Rocky Mountain,,(PADD 4) Conventional Other Gasoline Blending Components Imports,(PADD 4) Conventional Other Gasoline Blending Components Imports,Thousand Barrels per Day,weekly
WO9IM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Conventional Other Gasoline Blending Components,West Coast,,(PADD 5) Imports of Conventional Other Gasoline Blending Components,(PADD 5) Imports of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
WPRIMP12,weekly East Coast (PADD 1) Imports of Propane and Propylene,East Coast,,(PADD 1) Imports of Propane and Propylene,(PADD 1) Imports of Propane and Propylene,Thousand Barrels per Day,weekly
WPRIMP22,weekly Midwest (PADD 2) Imports of Propane and Propylene,Midwest,,(PADD 2) Imports of Propane and Propylene,(PADD 2) Imports of Propane and Propylene,Thousand Barrels per Day,weekly
WPRIMP32,weekly Gulf Coast (PADD 3) Imports of Propane and Propylene,Gulf Coast,,(PADD 3) Imports of Propane and Propylene,(PADD 3) Imports of Propane and Propylene,Thousand Barrels per Day,weekly
WREIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Residual Fuel Oil,East Coast,,(PADD 1) Imports of Residual Fuel Oil,(PADD 1) Imports of Residual Fuel Oil,Thousand Barrels per Day,weekly
WREIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Residual Fuel Oil,Midwest,,(PADD 2) Imports of Residual Fuel Oil,(PADD 2) Imports of Residual Fuel Oil,Thousand Barrels per Day,weekly
WREIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Residual Fuel Oil,Gulf Coast,,(PADD 3) Imports of Residual Fuel Oil,(PADD 3) Imports of Residual Fuel Oil,Thousand Barrels per Day,weekly
WREIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Residual Fuel Oil,Rocky Mountain,,(PADD 4) Imports of Residual Fuel Oil,(PADD 4) Imports of Residual Fuel Oil,Thousand Barrels per Day,weekly
WREIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Residual Fuel Oil,West Coast,,(PADD 5) Imports of Residual Fuel Oil,(PADD 5) Imports of Residual Fuel Oil,Thousand Barrels per Day,weekly
WTTIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Crude Oil and Petroleum Products,East Coast,,(PADD 1) Imports of Crude Oil and Petroleum Products,(PADD 1) Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
WTTIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Crude Oil and Petroleum Products,Midwest,,(PADD 2) Imports of Crude Oil and Petroleum Products,(PADD 2) Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
WTTIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Crude Oil and Petroleum Products,Gulf Coast,,(PADD 3) Imports of Crude Oil and Petroleum Products,(PADD 3) Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
WTTIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Crude Oil and Petroleum Products,Rocky Mountain,,(PADD 4) Imports of Crude Oil and Petroleum Products,(PADD 4) Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
WTTIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Crude Oil and Petroleum Products,West Coast,,(PADD 5) Imports of Crude Oil and Petroleum Products,(PADD 5) Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
W_EPL0XP_IM0_NUS-Z00_MBBLD,weekly U.S. Imports of Liquefied Petroleum Gasses Less Propane/Propylene,U.S.,,Imports of Liquefied Petroleum Gasses Less Propane/Propylene,Imports of Liquefied Petroleum Gasses Less Propane/Propylene,Thousand Barrels per Day,weekly
W_EPLLPZ_IM0_R45-Z00_MBBLD,weekly Rocky Mountain (PADD 4) and West Coast (PADD 5) Imports of Propane and Propylene,Rocky Mountain,,(PADD 4) and West Coast (PADD 5) Imports of Propane and Propylene,(PADD 4) and West Coast (PADD 5) Imports of Propane and Propylene,Thousand Barrels per Day,weekly
W_EPM0CAG55_IM0_NUS-Z00_MBBLD,"weekly U.S. Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",U.S.,,"Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
W_EPM0CAG55_IM0_R10-Z00_MBBLD,"weekly East Coast (PADD 1) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",East Coast,,"(PADD 1) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","(PADD 1) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
W_EPM0CAG55_IM0_R20-Z00_MBBLD,"weekly Midwest (PADD 2) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Midwest,,"(PADD 2) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","(PADD 2) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
W_EPM0CAG55_IM0_R30-Z00_MBBLD,"weekly Gulf Coast (PADD 3) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Gulf Coast,,"(PADD 3) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","(PADD 3) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
W_EPM0CAG55_IM0_R40-Z00_MBBLD,"weekly Rocky Mountain (PADD 4) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Rocky Mountain,,"(PADD 4) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","(PADD 4) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
W_EPM0CAG55_IM0_R50-Z00_MBBLD,"weekly West Coast (PADD 5) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",West Coast,,"(PADD 5) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","(PADD 5) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
W_EPM0CAL55_IM0_NUS-Z00_MBBLD,"weekly U.S. Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",U.S.,,"Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower","Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Thousand Barrels per Day,weekly
W_EPM0CAL55_IM0_R10-Z00_MBBLD,"weekly East Coast (PADD 1) Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",East Coast,,"(PADD 1) Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower","(PADD 1) Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Thousand Barrels per Day,weekly
W_EPM0CAL55_IM0_R20-Z00_MBBLD,"weekly Midwest (PADD 2) Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Midwest,,"(PADD 2) Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower","(PADD 2) Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Thousand Barrels per Day,weekly
W_EPM0CAL55_IM0_R30-Z00_MBBLD,"weekly Gulf Coast (PADD 3) Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Gulf Coast,,"(PADD 3) Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower","(PADD 3) Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Thousand Barrels per Day,weekly
W_EPM0CAL55_IM0_R40-Z00_MBBLD,"weekly Rocky Mountain (PADD 4) Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Rocky Mountain,,"(PADD 4) Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower","(PADD 4) Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Thousand Barrels per Day,weekly
W_EPM0CAL55_IM0_R50-Z00_MBBLD,"weekly West Coast (PADD 5) Imports from of Motor Gasoline, Finished, Conventional, Ed55 and Lower",West Coast,,"(PADD 5) Imports from of Motor Gasoline, Finished, Conventional, Ed55 and Lower","(PADD 5) Imports from of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Thousand Barrels per Day,weekly
W_EPM0F_IM0_NUS-Z00_MBBLD,weekly U.S. Imports of Finished Motor Gasoline,U.S.,,Imports of Finished Motor Gasoline,Imports of Finished Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0F_IM0_R10-Z00_MBBLD,weekly East Coast (PADD 1) Imports of Finished Motor Gasoline,East Coast,,(PADD 1) Imports of Finished Motor Gasoline,(PADD 1) Imports of Finished Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0F_IM0_R20-Z00_MBBLD,weekly Midwest (PADD 2) Imports of Finished Motor Gasoline,Midwest,,(PADD 2) Imports of Finished Motor Gasoline,(PADD 2) Imports of Finished Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0F_IM0_R30-Z00_MBBLD,weekly Gulf Coast (PADD 3) Imports of Finished Motor Gasoline,Gulf Coast,,(PADD 3) Imports of Finished Motor Gasoline,(PADD 3) Imports of Finished Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0F_IM0_R40-Z00_MBBLD,weekly Rocky Mountain (PADD 4) Imports of Finished Motor Gasoline,Rocky Mountain,,(PADD 4) Imports of Finished Motor Gasoline,(PADD 4) Imports of Finished Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0F_IM0_R50-Z00_MBBLD,weekly West Coast (PADD 5) Imports of Finished Motor Gasoline,West Coast,,(PADD 5) Imports of Finished Motor Gasoline,(PADD 5) Imports of Finished Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0RO_IM0_NUS-Z00_MBBLD,weekly U.S. Imports of Other Reformulated Motor Gasoline,U.S.,,Imports of Other Reformulated Motor Gasoline,Imports of Other Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0RO_IM0_R10-Z00_MBBLD,weekly East Coast (PADD 1) Imports of Other Reformulated Motor Gasoline,East Coast,,(PADD 1) Imports of Other Reformulated Motor Gasoline,(PADD 1) Imports of Other Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0RO_IM0_R20-Z00_MBBLD,weekly Midwest (PADD 2) Imports of Other Reformulated Motor Gasoline,Midwest,,(PADD 2) Imports of Other Reformulated Motor Gasoline,(PADD 2) Imports of Other Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0RO_IM0_R30-Z00_MBBLD,weekly Gulf Coast (PADD 3) Imports of Other Reformulated Motor Gasoline,Gulf Coast,,(PADD 3) Imports of Other Reformulated Motor Gasoline,(PADD 3) Imports of Other Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0RO_IM0_R40-Z00_MBBLD,weekly Rocky Mountain (PADD 4) Imports of Other Reformulated Motor Gasoline,Rocky Mountain,,(PADD 4) Imports of Other Reformulated Motor Gasoline,(PADD 4) Imports of Other Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0RO_IM0_R50-Z00_MBBLD,weekly West Coast (PADD 5) Imports of Other Reformulated Motor Gasoline,West Coast,,(PADD 5) Imports of Other Reformulated Motor Gasoline,(PADD 5) Imports of Other Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
W_EPOBGRR_IM0_NUS-Z00_MBBLD,"weekly U.S. Imports from  All Countries of Motor Gasoline Blending Components, RBOB",U.S.,,"Imports from  All Countries of Motor Gasoline Blending Components, RBOB","Imports from  All Countries of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
