source_table,source_sheet,source_column,series_name,region,subregion,product,metric,unit,period_type
R20,Data 5,WGTSTP21,weekly Midwest (PADD 2) Ending Stocks of Total Gasoline,Midwest,,Ending Stocks of Total Gasoline,Ending Stocks of Total Gasoline,Thousand Barrels,weekly
R20,Data 5,WKJSTP21,weekly Midwest (PADD 2) Ending Stocks of Kerosene-Type Jet Fuel,Midwest,,Ending Stocks of Kerosene-Type Jet Fuel,Ending Stocks of Kerosene-Type Jet Fuel,Thousand Barrels,weekly
R20,Data 5,WO3ST_R20_1,weekly Midwest (PADD 2) Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,Midwest,,Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,Thousand Barrels,weekly
R20,Data 5,WO4ST_R20_1,weekly Midwest (PADD 2) Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,Midwest,,Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,Thousand Barrels,weekly
R20,Data 5,WO6ST_R20_1,weekly Midwest (PADD 2) Ending Stocks of Conventional CBOB Gasoline Blending Components,Midwest,,Ending Stocks of Conventional CBOB Gasoline Blending Components,Ending Stocks of Conventional CBOB Gasoline Blending Components,Thousand Barrels,weekly
R20,Data 5,WO7ST_R20_1,weekly Midwest (PADD 2) Ending Stocks of Conventional GTAB Gasoline Blending Components,Midwest,,Ending Stocks of Conventional GTAB Gasoline Blending Components,Ending Stocks of Conventional GTAB Gasoline Blending Components,Thousand Barrels,weekly
R20,Data 5,WO9ST_R20_1,weekly Midwest (PADD 2) Ending Stocks of Conventional Other Gasoline Blending Components,Midwest,,Ending Stocks of Conventional Other Gasoline Blending Components,Ending Stocks of Conventional Other Gasoline Blending Components,Thousand Barrels,weekly
R20,Data 5,WPRSTP21,weekly Midwest (PADD 2) Propane and Propylene Ending Stocks Excluding Propylene at Terminal,Midwest,,Propane and Propylene Ending Stocks Excluding Propylene at Terminal,Propane and Propylene Ending Stocks Excluding Propylene at Terminal,Thousand Barrels,weekly
R20,Data 5,WRESTP21,weekly Midwest (PADD 2) Ending Stocks of Residual Fuel Oil,Midwest,,Ending Stocks of Residual Fuel Oil,Ending Stocks of Residual Fuel Oil,Thousand Barrels,weekly
R20,Data 5,W_EPC0_SAX_R20_MBBL,weekly Midwest (PADD 2) Ending Stocks and including Lease Stock excluding SPR of Crude Oil,Midwest,,Ending Stocks and including Lease Stock excluding SPR of Crude Oil,Ending Stocks and including Lease Stock excluding SPR of Crude Oil,Thousand Barrels,weekly
R20,Data 5,W_EPLLPZ_SAE_R20_MBBL,weekly Midwest (PADD 2) Ending Stocks of Propane and Propylene,Midwest,,Ending Stocks of Propane and Propylene,Ending Stocks of Propane and Propylene,Thousand Barrels,weekly
R20,Data 5,W_EPM0CAG55_SAE_R20_MBBL,"weekly Midwest (PADD 2) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Midwest,,"Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
R20,Data 5,W_EPM0CAL55_SAE_R20_MBBL,"weekly Midwest (PADD 2) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Midwest,,"Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
R20,Data 5,W_EPM0F_SAE_R20_MBBL,weekly Midwest (PADD 2) Ending Stocks of Finished Motor Gasoline,Midwest,,Ending Stocks of Finished Motor Gasoline,Ending Stocks of Finished Motor Gasoline,Thousand Barrels,weekly
R20,Data 5,W_EPOOXE_SAE_R20_MBBL,weekly Midwest (PADD 2) Ending Stocks of Fuel Ethanol,Midwest,,Ending Stocks of Fuel Ethanol,Ending Stocks of Fuel Ethanol,Thousand Barrels,weekly
R20,Data 6,WBCIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Gasoline Blending Components,Midwest,,Imports of Gasoline Blending Components,Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
R20,Data 6,WCEIMP22,weekly Midwest (PADD 2) Commercial Crude Oil Imports Excluding SPR,Midwest,,Commercial Crude Oil Imports Excluding SPR,Commercial Crude Oil Imports Excluding SPR,Thousand Barrels per Day,weekly
R20,Data 6,WD0IM_R20-Z00_2,"weekly Midwest (PADD 2) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Midwest,,"Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
R20,Data 6,WD1IM_R20-Z00_2,"weekly Midwest (PADD 2) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Midwest,,"Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
R20,Data 6,WD2IM_R20-Z00_2,"weekly Midwest (PADD 2) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Midwest,,"Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
R20,Data 6,WD3IM_R20-Z00_2,"weekly Midwest (PADD 2) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Midwest,,"Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
R20,Data 6,WDIIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Distillate Fuel Oil,Midwest,,Imports of Distillate Fuel Oil,Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
R20,Data 6,WG1IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Reformulated Motor Gasoline with Fuel ALcohol,Midwest,,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
R20,Data 6,WG4IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional Motor Gasoline,Midwest,,Imports of Conventional Motor Gasoline,Imports of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
R20,Data 6,WG5IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional Motor Gasoline with Fuel Ethanol,Midwest,,Imports of Conventional Motor Gasoline with Fuel Ethanol,Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
R20,Data 6,WG6IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Other Conventional Motor Gasoline,Midwest,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
R20,Data 6,WGRIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Reformulated Motor Gasoline,Midwest,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
R20,Data 6,WGTIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Total Gasoline,Midwest,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,weekly
R20,Data 6,WKJIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel,Midwest,,Imports of Kerosene-Type Jet Fuel,Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
R20,Data 6,WO3IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Reformulated RBOB with Alcohol Gasoline Blending Components,Midwest,,Imports of Reformulated RBOB with Alcohol Gasoline Blending Components,Imports of Reformulated RBOB with Alcohol Gasoline Blending Components,Thousand Barrels per Day,weekly
R20,Data 6,WO4IM_R20-Z00_2,weekly Midwest (PADD 2) RBOB with Ether Gasoline Blending Components Imports,Midwest,,RBOB with Ether Gasoline Blending Components Imports,RBOB with Ether Gasoline Blending Components Imports,Thousand Barrels per Day,weekly
R20,Data 6,WO6IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional CBOB Gasoline Blending Components,Midwest,,Imports of Conventional CBOB Gasoline Blending Components,Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
R20,Data 6,WO7IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional GTAB Gasoline Blending Components,Midwest,,Imports of Conventional GTAB Gasoline Blending Components,Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
R20,Data 6,WO9IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Conventional Other Gasoline Blending Components,Midwest,,Imports of Conventional Other Gasoline Blending Components,Imports of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
R20,Data 6,WPRIMP22,weekly Midwest (PADD 2) Imports of Propane and Propylene,Midwest,,Imports of Propane and Propylene,Imports of Propane and Propylene,Thousand Barrels per Day,weekly
R20,Data 6,WREIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Residual Fuel Oil,Midwest,,Imports of Residual Fuel Oil,Imports of Residual Fuel Oil,Thousand Barrels per Day,weekly
R20,Data 6,WTTIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Crude Oil and Petroleum Products,Midwest,,Imports of Crude Oil and Petroleum Products,Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
R20,Data 6,WTXIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Total Petroleum Products,Midwest,,Imports of Total Petroleum Products,Imports of Total Petroleum Products,Thousand Barrels per Day,weekly
R20,Data 6,W_EPM0CAG55_IM0_R20-Z00_MBBLD,"weekly Midwest (PADD 2) Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Midwest,,"Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
R20,Data 6,W_EPM0CAL55_IM0_R20-Z00_MBBLD,"weekly Midwest (PADD 2) Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Midwest,,"Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower","Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Thousand Barrels per Day,weekly
R20,Data 6,W_EPM0RO_IM0_R20-Z00_MBBLD,weekly Midwest (PADD 2) Imports of Other Reformulated Motor Gasoline,Midwest,,Imports of Other Reformulated Motor Gasoline,Imports of Other Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
R20,Data 6,W_EPOBGRR_IM0_R20-Z00_MBBLD,"weekly Midwest (PADD 2) Imports from All Countries of Motor Gasoline Blending Components, RBOB",Midwest,,"Imports from All Countries of Motor Gasoline Blending Components, RBOB","Imports from All Countries of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
R20,Data 6,W_EPOOXE_IM0_R20-Z00_MBBLD,weekly Midwest (PADD 2) Imports of Fuel Ethanol,Midwest,,Imports of Fuel Ethanol,Imports of Fuel Ethanol,Thousand Barrels per Day,weekly
R20,Data 6,W_EPPO6_IM0_R20-Z00_MBBLD,weekly Midwest (PADD 2) Imports of Other Oils (Excluding Fuel Ethanol),Midwest,,Imports of Other Oils (Excluding Fuel Ethanol),Imports of Other Oils (Excluding Fuel Ethanol),Thousand Barrels per Day,weekly
R30,Data 1,WCRRIP32,weekly Gulf Coast (PADD 3) Refiner Net Input of Crude Oil,Gulf Coast,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,weekly
R30,Data 1,WGIRIP32,weekly Gulf Coast (PADD 3) Gross Inputs into Refineries,Gulf Coast,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,weekly
R30,Data 2,WBCRI_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Gasoline Blending Components,Gulf Coast,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,weekly
R30,Data 2,WO6RI_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Gulf Coast,,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
R30,Data 2,WO7RI_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Gulf Coast,,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
R30,Data 2,WO9RI_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Gulf Coast,,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
R30,Data 2,W_EPOBGRR_YIR_R30_MBBLD,"weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Gulf Coast,,"Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
R30,Data 2,W_EPOOXE_YIR_R30_MBBLD,weekly Gulf Coast (PADD 3) Refiner and Blender Net Input of Fuel Ethanol,Gulf Coast,,Refiner and Blender Net Input of Fuel Ethanol,Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
R30,Data 3,WD0TP_R30_2,"weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Gulf Coast,,"Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
R30,Data 3,WD1TP_R30_2,"weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Gulf Coast,,"Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
R30,Data 3,WDGRPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Gulf Coast,,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
R30,Data 3,WDIRPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil,Gulf Coast,,Refiner and Blender Net Production of Distillate Fuel Oil,Refiner and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
R30,Data 3,WG1TP_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Gulf Coast,,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
R30,Data 3,WG4TP_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Conventional Motor Gasoline,Gulf Coast,,Refiner and Blender Net Production of Conventional Motor Gasoline,Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
R30,Data 3,WG5TP_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Gulf Coast,,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
R30,Data 3,WG6TP_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Gulf Coast,,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
R30,Data 3,WGFRPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Finished Motor Gasoline,Gulf Coast,,Refiner and Blender Net Production of Finished Motor Gasoline,Refiner and Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
R30,Data 3,WGRRPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Reformulated Motor Gasoline,Gulf Coast,,Refiner and Blender Net Production of Reformulated Motor Gasoline,Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
R30,Data 3,WKCRPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Gulf Coast,,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
R30,Data 3,WKJRPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Kerosene-Type Jet Fuel,Gulf Coast,,Refiner and Blender Net Production of Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
R30,Data 3,WKMRPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Gulf Coast,,Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
R30,Data 3,WPRNPP32,"weekly Gulf Coast (PADD 3) Refiner, Blender, and Gas Plant Net Production of Propane and Propylene",Gulf Coast,,"Refiner, Blender, and Gas Plant Net Production of Propane and Propylene","Refiner, Blender, and Gas Plant Net Production of Propane and Propylene",Thousand Barrels per Day,weekly
R30,Data 3,WRERPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Residual Fuel Oil,Gulf Coast,,Refiner and Blender Net Production of Residual Fuel Oil,Refiner and Blender Net Production of Residual Fuel Oil,Thousand Barrels per Day,weekly
R30,Data 3,W_EPM0CAG55_YPT_R30_MBBLD,"weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Gulf Coast,,"Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55","Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Thousand Barrels per Day,weekly
R30,Data 3,W_EPM0CAL55_YPT_R30_MBBLD,"weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",Gulf Coast,,"Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower","Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",Thousand Barrels per Day,weekly
R30,Data 3,W_EPM0RO_YPT_R30_MBBLD,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Gulf Coast,,Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
R30,Data 4,W_EPOOXE_YOP_R30_MBBLD,weekly Gulf Coast (PADD 3) Oxygenate Plant Production of Fuel Ethanol,Gulf Coast,,Oxygenate Plant Production of Fuel Ethanol,Oxygenate Plant Production of Fuel Ethanol,Thousand Barrels per Day,weekly
R30,Data 5,WBCST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Gasoline Blending Components,Gulf Coast,,Ending Stocks of Gasoline Blending Components,Ending Stocks of Gasoline Blending Components,Thousand Barrels,weekly
R30,Data 5,WCESTP31,weekly Gulf Coast (PADD 3) Ending Stocks excluding SPR of Crude Oil,Gulf Coast,,Ending Stocks excluding SPR of Crude Oil,Ending Stocks excluding SPR of Crude Oil,Thousand Barrels,weekly
R30,Data 5,WD0ST_R30_1,"weekly Gulf Coast (PADD 3) Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Gulf Coast,,"Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels,weekly
R30,Data 5,WD1ST_R30_1,"weekly Gulf Coast (PADD 3) Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Gulf Coast,,"Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels,weekly
R30,Data 5,WDGSTP31,"weekly Gulf Coast (PADD 3) Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",Gulf Coast,,"Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur","Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",Thousand Barrels,weekly
R30,Data 5,WDISTP31,weekly Gulf Coast (PADD 3) Ending Stocks of Distillate Fuel Oil,Gulf Coast,,Ending Stocks of Distillate Fuel Oil,Ending Stocks of Distillate Fuel Oil,Thousand Barrels,weekly
R30,Data 5,WG1ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Gulf Coast,,Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels,weekly
R30,Data 5,WG3ST_R30_1,"weekly Gulf Coast (PADD 3) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",Gulf Coast,,"Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated","Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",Thousand Barrels,weekly
R30,Data 5,WG4ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Conventional Motor Gasoline,Gulf Coast,,Ending Stocks of Conventional Motor Gasoline,Ending Stocks of Conventional Motor Gasoline,Thousand Barrels,weekly
R30,Data 5,WG5ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Gulf Coast,,Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels,weekly
R30,Data 5,WG6ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Other Conventional Motor Gasoline,Gulf Coast,,Ending Stocks of Other Conventional Motor Gasoline,Ending Stocks of Other Conventional Motor Gasoline,Thousand Barrels,weekly
R30,Data 5,WGRSTP31,weekly Gulf Coast (PADD 3) Ending Stocks of Reformulated Motor Gasoline,Gulf Coast,,Ending Stocks of Reformulated Motor Gasoline,Ending Stocks of Reformulated Motor Gasoline,Thousand Barrels,weekly
R30,Data 5,WGTSTP31,weekly Gulf Coast (PADD 3) Ending Stocks of Total Gasoline,Gulf Coast,,Ending Stocks of Total Gasoline,Ending Stocks of Total Gasoline,Thousand Barrels,weekly
R30,Data 5,WKJSTP31,weekly Gulf Coast (PADD 3) Ending Stocks of Kerosene-Type Jet Fuel,Gulf Coast,,Ending Stocks of Kerosene-Type Jet Fuel,Ending Stocks of Kerosene-Type Jet Fuel,Thousand Barrels,weekly
R30,Data 5,WO3ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,Gulf Coast,,Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,Thousand Barrels,weekly
R30,Data 5,WO4ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,Gulf Coast,,Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,Thousand Barrels,weekly
R30,Data 5,WO6ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Conventional CBOB Gasoline Blending Components,Gulf Coast,,Ending Stocks of Conventional CBOB Gasoline Blending Components,Ending Stocks of Conventional CBOB Gasoline Blending Components,Thousand Barrels,weekly
R30,Data 5,WO7ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Conventional GTAB Gasoline Blending Components,Gulf Coast,,Ending Stocks of Conventional GTAB Gasoline Blending Components,Ending Stocks of Conventional GTAB Gasoline Blending Components,Thousand Barrels,weekly
R30,Data 5,WO9ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Conventional Other Gasoline Blending Components,Gulf Coast,,Ending Stocks of Conventional Other Gasoline Blending Components,Ending Stocks of Conventional Other Gasoline Blending Components,Thousand Barrels,weekly
R30,Data 5,WPRSTP31,weekly Gulf Coast (PADD 3) Propane and Propylene Ending Stocks Excluding Propylene at Terminal,Gulf Coast,,Propane and Propylene Ending Stocks Excluding Propylene at Terminal,Propane and Propylene Ending Stocks Excluding Propylene at Terminal,Thousand Barrels,weekly
R30,Data 5,WRESTP31,weekly Gulf Coast (PADD 3) Ending Stocks of Residual Fuel Oil,Gulf Coast,,Ending Stocks of Residual Fuel Oil,Ending Stocks of Residual Fuel Oil,Thousand Barrels,weekly
R30,Data 5,W_EPC0_SAX_R30_MBBL,weekly Gulf Coast (PADD 3) Ending Stocks and including Lease Stock excluding SPR of Crude Oil,Gulf Coast,,Ending Stocks and including Lease Stock excluding SPR of Crude Oil,Ending Stocks and including Lease Stock excluding SPR of Crude Oil,Thousand Barrels,weekly
R30,Data 5,W_EPLLPZ_SAE_R30_MBBL,weekly Gulf Coast (PADD 3) Ending Stocks of Propane and Propylene,Gulf Coast,,Ending Stocks of Propane and Propylene,Ending Stocks of Propane and Propylene,Thousand Barrels,weekly
R30,Data 5,W_EPM0CAG55_SAE_R30_MBBL,"weekly Gulf Coast (PADD 3) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Gulf Coast,,"Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
R30,Data 5,W_EPM0CAL55_SAE_R30_MBBL,"weekly Gulf Coast (PADD 3) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Gulf Coast,,"Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
R30,Data 5,W_EPM0F_SAE_R30_MBBL,weekly Gulf Coast (PADD 3) Ending Stocks of Finished Motor Gasoline,Gulf Coast,,Ending Stocks of Finished Motor Gasoline,Ending Stocks of Finished Motor Gasoline,Thousand Barrels,weekly
R30,Data 5,W_EPOOXE_SAE_R30_MBBL,weekly Gulf Coast (PADD 3) Ending Stocks of Fuel Ethanol,Gulf Coast,,Ending Stocks of Fuel Ethanol,Ending Stocks of Fuel Ethanol,Thousand Barrels,weekly
R30,Data 6,WBCIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Gasoline Blending Components,Gulf Coast,,Imports of Gasoline Blending Components,Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
R30,Data 6,WCEIMP32,weekly Gulf Coast (PADD 3) Commercial Crude Oil Imports Excluding SPR,Gulf Coast,,Commercial Crude Oil Imports Excluding SPR,Commercial Crude Oil Imports Excluding SPR,Thousand Barrels per Day,weekly
