source_table,source_sheet,source_column,series_name,region,subregion,product,metric,unit,period_type
NUS,Data 8,W_EPM0RO_IM0_NUS-Z00_MBBLD,weekly U.S. Imports of Other Reformulated Motor Gasoline,U.S.,,Imports of Other Reformulated Motor Gasoline,Imports of Other Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
NUS,Data 8,W_EPOBGRR_IM0_NUS-Z00_MBBLD,"weekly U.S. Imports from All Countries of Motor Gasoline Blending Components, RBOB",U.S.,,"Imports from All Countries of Motor Gasoline Blending Components, RBOB","Imports from All Countries of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
NUS,Data 9,WCREXUS2,weekly U.S. Exports of Crude Oil,U.S.,,Exports of Crude Oil,Exports of Crude Oil,Thousand Barrels per Day,weekly
NUS,Data 9,WDIEXUS2,weekly U.S. Exports of Total Distillate,U.S.,,Exports of Total Distillate,Exports of Total Distillate,Thousand Barrels per Day,weekly
NUS,Data 9,WKJEXUS2,weekly U.S. Exports of Kerosene-Type Jet Fuel,U.S.,,Exports of Kerosene-Type Jet Fuel,Exports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
NUS,Data 9,WREEXUS2,weekly U.S. Exports of Residual Fuel Oil,U.S.,,Exports of Residual Fuel Oil,Exports of Residual Fuel Oil,Thousand Barrels per Day,weekly
NUS,Data 9,WRPEXUS2,weekly U.S. Exports of Total Petroleum Products,U.S.,,Exports of Total Petroleum Products,Exports of Total Petroleum Products,Thousand Barrels per Day,weekly
NUS,Data 9,WTTEXUS2,weekly U.S. Exports of Crude Oil and Petroleum Products,U.S.,,Exports of Crude Oil and Petroleum Products,Exports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
NUS,Data 9,W_EPLLPZ_EEX_NUS-Z00_MBBLD,weekly U.S. Exports of Propane,U.S.,,Exports of Propane,Exports of Propane,Thousand Barrels per Day,weekly
NUS,Data 9,W_EPM0F_EEX_NUS-Z00_MBBLD,weekly U.S. Exports of Total Motor Gasoline,U.S.,,Exports of Total Motor Gasoline,Exports of Total Motor Gasoline,Thousand Barrels per Day,weekly
R10,Data 1,WCRRIP12,weekly East Coast (PADD 1) Refiner Net Input of Crude Oil,East Coast,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,weekly
R10,Data 1,WGIRIP12,weekly East Coast (PADD 1) Gross Inputs into Refineries,East Coast,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,weekly
R10,Data 2,WBCRI_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Input of Gasoline Blending Components,East Coast,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,weekly
R10,Data 2,WO6RI_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,East Coast,,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
R10,Data 2,WO7RI_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,East Coast,,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
R10,Data 2,WO9RI_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,East Coast,,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
R10,Data 2,W_EPOBGRR_YIR_R10_MBBLD,"weekly East Coast (PADD 1) Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",East Coast,,"Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
R10,Data 2,W_EPOOXE_YIR_R10_MBBLD,weekly East Coast (PADD 1) Refiner and Blender Net Input of Fuel Ethanol,East Coast,,Refiner and Blender Net Input of Fuel Ethanol,Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
R10,Data 3,WD0TP_R10_2,"weekly East Coast (PADD 1) Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",East Coast,,"Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
R10,Data 3,WD1TP_R10_2,"weekly East Coast (PADD 1) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",East Coast,,"Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
R10,Data 3,WDGRPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,East Coast,,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
R10,Data 3,WDIRPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Distillate Fuel Oil,East Coast,,Refiner and Blender Net Production of Distillate Fuel Oil,Refiner and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
R10,Data 3,WG1TP_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,East Coast,,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
R10,Data 3,WG4TP_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Production of Conventional Motor Gasoline,East Coast,,Refiner and Blender Net Production of Conventional Motor Gasoline,Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
R10,Data 3,WG5TP_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,East Coast,,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
R10,Data 3,WG6TP_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,East Coast,,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
R10,Data 3,WGFRPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Finished Motor Gasoline,East Coast,,Refiner and Blender Net Production of Finished Motor Gasoline,Refiner and Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
R10,Data 3,WGRRPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Reformulated Motor Gasoline,East Coast,,Refiner and Blender Net Production of Reformulated Motor Gasoline,Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
R10,Data 3,WKCRPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,East Coast,,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
R10,Data 3,WKJRPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Kerosene-Type Jet Fuel,East Coast,,Refiner and Blender Net Production of Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
R10,Data 3,WKMRPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,East Coast,,Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
R10,Data 3,WPRNPP12,"weekly East Coast (PADD 1) Refiner, Blender, and Gas Plant Net Production of Propane and Propylene",East Coast,,"Refiner, Blender, and Gas Plant Net Production of Propane and Propylene","Refiner, Blender, and Gas Plant Net Production of Propane and Propylene",Thousand Barrels per Day,weekly
R10,Data 3,WRERPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Residual Fuel Oil,East Coast,,Refiner and Blender Net Production of Residual Fuel Oil,Refiner and Blender Net Production of Residual Fuel Oil,Thousand Barrels per Day,weekly
R10,Data 3,W_EPM0CAG55_YPT_R10_MBBLD,"weekly East Coast (PADD 1) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",East Coast,,"Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55","Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Thousand Barrels per Day,weekly
R10,Data 3,W_EPM0CAL55_YPT_R10_MBBLD,"weekly East Coast (PADD 1) Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",East Coast,,"Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower","Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",Thousand Barrels per Day,weekly
R10,Data 3,W_EPM0RO_YPT_R10_MBBLD,weekly East Coast (PADD 1) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,East Coast,,Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
R10,Data 4,W_EPOOXE_YOP_R10_MBBLD,weekly East Coast (PADD 1) Oxygenate Plant Production of Fuel Ethanol,East Coast,,Oxygenate Plant Production of Fuel Ethanol,Oxygenate Plant Production of Fuel Ethanol,Thousand Barrels per Day,weekly
R10,Data 5,WBCST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Gasoline Blending Components,East Coast,,Ending Stocks of Gasoline Blending Components,Ending Stocks of Gasoline Blending Components,Thousand Barrels,weekly
R10,Data 5,WCESTP11,weekly East Coast (PADD 1) Ending Stocks excluding SPR of Crude Oil,East Coast,,Ending Stocks excluding SPR of Crude Oil,Ending Stocks excluding SPR of Crude Oil,Thousand Barrels,weekly
R10,Data 5,WD0ST_R10_1,"weekly East Coast (PADD 1) Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur",East Coast,,"Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels,weekly
R10,Data 5,WD1ST_R10_1,"weekly East Coast (PADD 1) Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",East Coast,,"Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels,weekly
R10,Data 5,WDGSTP11,"weekly East Coast (PADD 1) Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",East Coast,,"Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur","Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",Thousand Barrels,weekly
R10,Data 5,WDISTP11,weekly East Coast (PADD 1) Ending Stocks of Distillate Fuel Oil,East Coast,,Ending Stocks of Distillate Fuel Oil,Ending Stocks of Distillate Fuel Oil,Thousand Barrels,weekly
R10,Data 5,WG1ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,East Coast,,Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels,weekly
R10,Data 5,WG3ST_R10_1,"weekly East Coast (PADD 1) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",East Coast,,"Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated","Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",Thousand Barrels,weekly
R10,Data 5,WG4ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Conventional Motor Gasoline,East Coast,,Ending Stocks of Conventional Motor Gasoline,Ending Stocks of Conventional Motor Gasoline,Thousand Barrels,weekly
R10,Data 5,WG5ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,East Coast,,Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels,weekly
R10,Data 5,WG6ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Other Conventional Motor Gasoline,East Coast,,Ending Stocks of Other Conventional Motor Gasoline,Ending Stocks of Other Conventional Motor Gasoline,Thousand Barrels,weekly
R10,Data 5,WGRSTP11,weekly East Coast (PADD 1) Ending Stocks of Reformulated Motor Gasoline,East Coast,,Ending Stocks of Reformulated Motor Gasoline,Ending Stocks of Reformulated Motor Gasoline,Thousand Barrels,weekly
R10,Data 5,WGTSTP11,weekly East Coast (PADD 1) Ending Stocks of Total Gasoline,East Coast,,Ending Stocks of Total Gasoline,Ending Stocks of Total Gasoline,Thousand Barrels,weekly
R10,Data 5,WKJSTP11,weekly East Coast (PADD 1) Ending Stocks of Kerosene-Type Jet Fuel,East Coast,,Ending Stocks of Kerosene-Type Jet Fuel,Ending Stocks of Kerosene-Type Jet Fuel,Thousand Barrels,weekly
R10,Data 5,WO3ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,East Coast,,Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,Thousand Barrels,weekly
R10,Data 5,WO4ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,East Coast,,Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,Thousand Barrels,weekly
R10,Data 5,WO6ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Conventional CBOB Gasoline Blending Components,East Coast,,Ending Stocks of Conventional CBOB Gasoline Blending Components,Ending Stocks of Conventional CBOB Gasoline Blending Components,Thousand Barrels,weekly
R10,Data 5,WO7ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Conventional GTAB Gasoline Blending Components,East Coast,,Ending Stocks of Conventional GTAB Gasoline Blending Components,Ending Stocks of Conventional GTAB Gasoline Blending Components,Thousand Barrels,weekly
R10,Data 5,WO9ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Conventional Other Gasoline Blending Components,East Coast,,Ending Stocks of Conventional Other Gasoline Blending Components,Ending Stocks of Conventional Other Gasoline Blending Components,Thousand Barrels,weekly
R10,Data 5,WPRSTP11,weekly East Coast (PADD 1) Propane and Propylene Ending Stocks Excluding Propylene at Terminal,East Coast,,Propane and Propylene Ending Stocks Excluding Propylene at Terminal,Propane and Propylene Ending Stocks Excluding Propylene at Terminal,Thousand Barrels,weekly
R10,Data 5,WRESTP11,weekly East Coast (PADD 1) Ending Stocks of Residual Fuel Oil,East Coast,,Ending Stocks of Residual Fuel Oil,Ending Stocks of Residual Fuel Oil,Thousand Barrels,weekly
R10,Data 5,W_EPC0_SAX_R10_MBBL,weekly East Coast (PADD 1) Ending Stocks and including Lease Stock excluding SPR of Crude Oil,East Coast,,Ending Stocks and including Lease Stock excluding SPR of Crude Oil,Ending Stocks and including Lease Stock excluding SPR of Crude Oil,Thousand Barrels,weekly
R10,Data 5,W_EPLLPZ_SAE_R10_MBBL,weekly East Coast (PADD 1) Ending Stocks of Propane and Propylene,East Coast,,Ending Stocks of Propane and Propylene,Ending Stocks of Propane and Propylene,Thousand Barrels,weekly
R10,Data 5,W_EPM0CAG55_SAE_R10_MBBL,"weekly East Coast (PADD 1) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",East Coast,,"Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
R10,Data 5,W_EPM0CAL55_SAE_R10_MBBL,"weekly East Coast (PADD 1) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",East Coast,,"Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
R10,Data 5,W_EPM0F_SAE_R10_MBBL,weekly East Coast (PADD 1) Ending Stocks of Finished Motor Gasoline,East Coast,,Ending Stocks of Finished Motor Gasoline,Ending Stocks of Finished Motor Gasoline,Thousand Barrels,weekly
R10,Data 5,W_EPOOXE_SAE_R10_MBBL,weekly East Coast (PADD 1) Ending Stocks of Fuel Ethanol,East Coast,,Ending Stocks of Fuel Ethanol,Ending Stocks of Fuel Ethanol,Thousand Barrels,weekly
R10,Data 6,WBCIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Gasoline Blending Components,East Coast,,Imports of Gasoline Blending Components,Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
R10,Data 6,WCEIMP12,weekly East Coast (PADD 1) Commercial Crude Oil Imports Excluding SPR,East Coast,,Commercial Crude Oil Imports Excluding SPR,Commercial Crude Oil Imports Excluding SPR,Thousand Barrels per Day,weekly
R10,Data 6,WD0IM_R10-Z00_2,"weekly East Coast (PADD 1) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",East Coast,,"Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
R10,Data 6,WD1IM_R10-Z00_2,"weekly East Coast (PADD 1) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",East Coast,,"Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
R10,Data 6,WD2IM_R10-Z00_2,"weekly East Coast (PADD 1) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",East Coast,,"Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
R10,Data 6,WD3IM_R10-Z00_2,"weekly East Coast (PADD 1) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",East Coast,,"Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
R10,Data 6,WDIIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Distillate Fuel Oil,East Coast,,Imports of Distillate Fuel Oil,Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
