fuel2002,fuel2002TypeDescription,fuelType,fuelTypeDescription,period,plantCode,plantName,primeMover,state,stateDescription,total-consumption,total-consumption-units
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,544,Devon Station,ALL,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,544,Devon Station,GT,CT,Connecticut,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,544,Devon Station,ALL,CT,Connecticut,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,544,Devon Station,GT,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,546,Montville Station,ALL,CT,Connecticut,304,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,546,Montville Station,IC,CT,Connecticut,197,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,546,Montville Station,ST,CT,Connecticut,107,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,546,Montville Station,ALL,CT,Connecticut,119796,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,546,Montville Station,ST,CT,Connecticut,119796,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,557,Tunnel,ALL,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,557,Tunnel,GT,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,562,Middletown,ALL,CT,Connecticut,48,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,562,Middletown,ST,CT,Connecticut,48,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,562,Middletown,ALL,CT,Connecticut,130381,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,562,Middletown,ST,CT,Connecticut,130381,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,568,Bridgeport Station,ALL,CT,Connecticut,2563,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,568,Bridgeport Station,ST,CT,Connecticut,2563,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,568,Bridgeport Station,ALL,CT,Connecticut,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,568,Bridgeport Station,ST,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,581,North Main Street,ALL,CT,Connecticut,479,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,581,North Main Street,GT,CT,Connecticut,479,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,589,J C McNeil,ALL,VT,Vermont,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,589,J C McNeil,ST,VT,Vermont,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,591,Christiana,ALL,DE,Delaware,1818,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,591,Christiana,GT,DE,Delaware,1818,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,592,Delaware City 10,ALL,DE,Delaware,104,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,592,Delaware City 10,GT,DE,Delaware,104,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,593,Edge Moor,ALL,DE,Delaware,160,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,593,Edge Moor,GT,DE,Delaware,89,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,593,Edge Moor,ST,DE,Delaware,71,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,593,Edge Moor,ALL,DE,Delaware,102388,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,593,Edge Moor,ST,DE,Delaware,102388,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,594,Indian River Generating Station,ALL,DE,Delaware,3566,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,594,Indian River Generating Station,GT,DE,Delaware,2182,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,594,Indian River Generating Station,ST,DE,Delaware,1384,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,597,West Station (DE),ALL,DE,Delaware,716,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,597,West Station (DE),GT,DE,Delaware,716,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,599,McKee Run,ALL,DE,Delaware,7388,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,599,McKee Run,ST,DE,Delaware,7388,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,602,Brandon Shores,ALL,MD,Maryland,2843,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,602,Brandon Shores,ST,MD,Maryland,2843,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1468,Eastport,ALL,ME,Maine,5,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1468,Eastport,IC,ME,Maine,5,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1484,Cape Gas Turbine,ALL,ME,Maine,1858,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1484,Cape Gas Turbine,GT,ME,Maine,1858,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1507,William F Wyman,ALL,ME,Maine,835,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1507,William F Wyman,ST,ME,Maine,835,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1507,William F Wyman,ALL,ME,Maine,237800,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1507,William F Wyman,ST,ME,Maine,237800,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1513,Caribou Generation Station,ALL,ME,Maine,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1513,Caribou Generation Station,IC,ME,Maine,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1513,Caribou Generation Station,ALL,ME,Maine,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1513,Caribou Generation Station,IC,ME,Maine,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1552,"CP Crane Power, LLC",ALL,MD,Maryland,2754,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1552,"CP Crane Power, LLC",GT,MD,Maryland,2754,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1554,Herbert A Wagner,ALL,MD,Maryland,3125,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1554,Herbert A Wagner,GT,MD,Maryland,3125,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1554,Herbert A Wagner,ALL,MD,Maryland,70842,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1554,Herbert A Wagner,ST,MD,Maryland,70842,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1556,Perryman,ALL,MD,Maryland,86640,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1556,Perryman,GT,MD,Maryland,86640,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1557,Philadelphia,ALL,MD,Maryland,7924,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1557,Philadelphia,GT,MD,Maryland,7924,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1559,Riverside (MD),ALL,MD,Maryland,7259,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1559,Riverside (MD),GT,MD,Maryland,7259,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1563,Crisfield,ALL,MD,Maryland,5196,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1563,Crisfield,IC,MD,Maryland,5196,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1564,Vienna Operations,ALL,MD,Maryland,3214,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1564,Vienna Operations,GT,MD,Maryland,1837,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1564,Vienna Operations,ST,MD,Maryland,1377,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1564,Vienna Operations,ALL,MD,Maryland,13405,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1564,Vienna Operations,ST,MD,Maryland,13405,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1571,Chalk Point LLC,ALL,MD,Maryland,49520,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1571,Chalk Point LLC,GT,MD,Maryland,41600,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1571,Chalk Point LLC,ST,MD,Maryland,7920,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1571,Chalk Point LLC,ALL,MD,Maryland,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1571,Chalk Point LLC,ST,MD,Maryland,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1572,Dickerson,ALL,MD,Maryland,39440,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1572,Dickerson,GT,MD,Maryland,37820,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1572,Dickerson,ST,MD,Maryland,1620,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1573,Morgantown Generating Plant,ALL,MD,Maryland,45344,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1573,Morgantown Generating Plant,GT,MD,Maryland,45344,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1573,Morgantown Generating Plant,ST,MD,Maryland,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1580,Easton,ALL,MD,Maryland,1501,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1580,Easton,IC,MD,Maryland,1501,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1586,Exelon Framingham LLC,ALL,MA,Massachusetts,1221,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1586,Exelon Framingham LLC,GT,MA,Massachusetts,1221,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1588,Mystic Generating Station,ALL,MA,Massachusetts,276,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1588,Mystic Generating Station,GT,MA,Massachusetts,276,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1588,Mystic Generating Station,ALL,MA,Massachusetts,180106,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1588,Mystic Generating Station,ST,MA,Massachusetts,180106,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1592,Exelon Medway LLC,ALL,MA,Massachusetts,8425,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1592,Exelon Medway LLC,GT,MA,Massachusetts,8425,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1595,Kendall Square Station,ALL,MA,Massachusetts,20910,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1595,Kendall Square Station,CA,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1595,Kendall Square Station,CT,MA,Massachusetts,20710,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1595,Kendall Square Station,GT,MA,Massachusetts,200,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1595,Kendall Square Station,ALL,MA,Massachusetts,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1595,Kendall Square Station,CT,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1597,Oak Bluffs Diesel Generating Facility,ALL,MA,Massachusetts,1740,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1597,Oak Bluffs Diesel Generating Facility,IC,MA,Massachusetts,1740,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1599,Canal,ALL,MA,Massachusetts,55,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1599,Canal,ST,MA,Massachusetts,55,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1599,Canal,ALL,MA,Massachusetts,193694,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1599,Canal,ST,MA,Massachusetts,193694,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1615,Nantucket,ALL,MA,Massachusetts,275,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1615,Nantucket,GT,MA,Massachusetts,275,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1642,Essential Power Massachusetts LLC,ALL,MA,Massachusetts,3169,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1642,Essential Power Massachusetts LLC,GT,MA,Massachusetts,3169,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1642,Essential Power Massachusetts LLC,ALL,MA,Massachusetts,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1642,Essential Power Massachusetts LLC,ST,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1643,Woodland Road,ALL,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1643,Woodland Road,GT,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1660,Potter Station 2,ALL,MA,Massachusetts,10198,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1660,Potter Station 2,CA,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1660,Potter Station 2,CT,MA,Massachusetts,163,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1660,Potter Station 2,GT,MA,Massachusetts,10035,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1660,Potter Station 2,IC,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1670,High Street Station,ALL,MA,Massachusetts,220,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1670,High Street Station,IC,MA,Massachusetts,220,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1678,Waters River,ALL,MA,Massachusetts,1208,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1678,Waters River,GT,MA,Massachusetts,1208,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1682,Cleary Flood,ALL,MA,Massachusetts,8143,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1682,Cleary Flood,CA,MA,Massachusetts,5387,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1682,Cleary Flood,CT,MA,Massachusetts,2756,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,1682,Cleary Flood,ST,MA,Massachusetts,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1682,Cleary Flood,ALL,MA,Massachusetts,2274,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,1682,Cleary Flood,ST,MA,Massachusetts,2274,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2362,Lost Nation,ALL,NH,New Hampshire,596,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2362,Lost Nation,GT,NH,New Hampshire,596,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2364,Merrimack,ALL,NH,New Hampshire,266,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2364,Merrimack,ST,NH,New Hampshire,266,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2367,Schiller,ALL,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2367,Schiller,ST,NH,New Hampshire,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2367,Schiller,ALL,NH,New Hampshire,13492,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2367,Schiller,ST,NH,New Hampshire,13492,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2369,White Lake,ALL,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2369,White Lake,GT,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2378,B L England,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2378,B L England,ST,NJ,New Jersey,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2378,B L England,ALL,NJ,New Jersey,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2378,B L England,ST,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2379,Carlls Corner,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2379,Carlls Corner,GT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2390,Sayreville,ALL,NJ,New Jersey,5845,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2390,Sayreville,GT,NJ,New Jersey,5845,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2393,Gilbert,ALL,NJ,New Jersey,8306,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2393,Gilbert,CA,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2393,Gilbert,CT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2393,Gilbert,GT,NJ,New Jersey,8306,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2399,PSEG Burlington Generating Station,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2399,PSEG Burlington Generating Station,GT,NJ,New Jersey,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2404,PSEG Kearny Generating Station,ALL,NJ,New Jersey,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2404,PSEG Kearny Generating Station,GT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2406,PSEG Linden Generating Station,ALL,NJ,New Jersey,76268,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2406,PSEG Linden Generating Station,CA,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2406,PSEG Linden Generating Station,CT,NJ,New Jersey,76268,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2410,PSEG Salem Generating Station,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2410,PSEG Salem Generating Station,GT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2411,PSEG Sewaren Generating Station,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2411,PSEG Sewaren Generating Station,ST,NJ,New Jersey,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2411,PSEG Sewaren Generating Station,ALL,NJ,New Jersey,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2411,PSEG Sewaren Generating Station,ST,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2434,Howard Down,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2434,Howard Down,GT,NJ,New Jersey,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2434,Howard Down,ALL,NJ,New Jersey,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2434,Howard Down,GT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2480,Danskammer Generating Station,ALL,NY,New York,235,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2480,Danskammer Generating Station,IC,NY,New York,235,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2480,Danskammer Generating Station,ALL,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2480,Danskammer Generating Station,ST,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2493,East River,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2493,East River,GT,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2493,East River,ALL,NY,New York,70480,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2493,East River,ST,NY,New York,70480,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2494,Gowanus Gas Turbines Generating,ALL,NY,New York,7524,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2494,Gowanus Gas Turbines Generating,GT,NY,New York,7524,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2494,Gowanus Gas Turbines Generating,ALL,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2494,Gowanus Gas Turbines Generating,GT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2496,Hudson Avenue,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2496,Hudson Avenue,GT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2499,Narrows Gas Turbines Generating,ALL,NY,New York,8379,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2499,Narrows Gas Turbines Generating,GT,NY,New York,8379,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2500,Ravenswood,ALL,NY,New York,124981,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2500,Ravenswood,ST,NY,New York,124981,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2511,E F Barrett,ALL,NY,New York,6723,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2511,E F Barrett,GT,NY,New York,6723,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2511,E F Barrett,ALL,NY,New York,47583,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2511,E F Barrett,ST,NY,New York,47583,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2512,East Hampton,ALL,NY,New York,28621,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2512,East Hampton,GT,NY,New York,25346,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2512,East Hampton,IC,NY,New York,3275,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2514,Glenwood,ALL,NY,New York,10070,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2514,Glenwood,GT,NY,New York,10070,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2516,Northport,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2516,Northport,GT,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2516,Northport,ALL,NY,New York,395781,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2516,Northport,ST,NY,New York,395781,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2517,Port Jefferson,ALL,NY,New York,3968,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2517,Port Jefferson,GT,NY,New York,3968,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2517,Port Jefferson,ALL,NY,New York,131757,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2517,Port Jefferson,ST,NY,New York,131757,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2518,Shoreham,ALL,NY,New York,5647,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2518,Shoreham,GT,NY,New York,5647,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2519,South Hampton,ALL,NY,New York,5810,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2519,South Hampton,GT,NY,New York,5810,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2520,Southold,ALL,NY,New York,6553,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2520,Southold,GT,NY,New York,6553,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2521,West Babylon,ALL,NY,New York,4572,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2521,West Babylon,GT,NY,New York,4572,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2527,Greenidge Generation LLC,ALL,NY,New York,0,barrels
