fueltype,period,respondent,respondent-name,type-name,value,value-units
OIL,2025-05-28T05,MIDA,Mid-Atlantic,Petroleum,221,megawatthours
OIL,2025-05-28T05,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-28T04,MIDA,Mid-Atlantic,Petroleum,238,megawatthours
OIL,2025-05-28T04,NE,New England,Petroleum,22,megawatthours
OIL,2025-05-28T03,MIDA,Mid-Atlantic,Petroleum,239,megawatthours
OIL,2025-05-28T03,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-28T02,MIDA,Mid-Atlantic,Petroleum,300,megawatthours
OIL,2025-05-28T02,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-28T01,MIDA,Mid-Atlantic,Petroleum,231,megawatthours
OIL,2025-05-28T01,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-28T00,MIDA,Mid-Atlantic,Petroleum,231,megawatthours
OIL,2025-05-28T00,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-27T23,MIDA,Mid-Atlantic,Petroleum,232,megawatthours
OIL,2025-05-27T23,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-27T22,MIDA,Mid-Atlantic,Petroleum,232,megawatthours
OIL,2025-05-27T22,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-27T21,MIDA,Mid-Atlantic,Petroleum,229,megawatthours
OIL,2025-05-27T21,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-27T20,MIDA,Mid-Atlantic,Petroleum,238,megawatthours
OIL,2025-05-27T20,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-27T19,MIDA,Mid-Atlantic,Petroleum,219,megawatthours
OIL,2025-05-27T19,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-27T18,MIDA,Mid-Atlantic,Petroleum,215,megawatthours
OIL,2025-05-27T18,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-27T17,MIDA,Mid-Atlantic,Petroleum,216,megawatthours
OIL,2025-05-27T17,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-27T16,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2025-05-27T16,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-27T15,MIDA,Mid-Atlantic,Petroleum,219,megawatthours
OIL,2025-05-27T15,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-27T14,MIDA,Mid-Atlantic,Petroleum,369,megawatthours
OIL,2025-05-27T14,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-27T13,MIDA,Mid-Atlantic,Petroleum,404,megawatthours
OIL,2025-05-27T13,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-27T12,MIDA,Mid-Atlantic,Petroleum,256,megawatthours
OIL,2025-05-27T12,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-27T11,MIDA,Mid-Atlantic,Petroleum,225,megawatthours
OIL,2025-05-27T11,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-27T10,MIDA,Mid-Atlantic,Petroleum,226,megawatthours
OIL,2025-05-27T10,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-27T09,MIDA,Mid-Atlantic,Petroleum,229,megawatthours
OIL,2025-05-27T09,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-27T08,MIDA,Mid-Atlantic,Petroleum,227,megawatthours
OIL,2025-05-27T08,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-27T07,MIDA,Mid-Atlantic,Petroleum,224,megawatthours
OIL,2025-05-27T07,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-27T06,MIDA,Mid-Atlantic,Petroleum,222,megawatthours
OIL,2025-05-27T06,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-27T05,MIDA,Mid-Atlantic,Petroleum,221,megawatthours
OIL,2025-05-27T05,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-27T04,MIDA,Mid-Atlantic,Petroleum,220,megawatthours
OIL,2025-05-27T03,MIDA,Mid-Atlantic,Petroleum,219,megawatthours
OIL,2025-05-27T02,MIDA,Mid-Atlantic,Petroleum,265,megawatthours
OIL,2025-05-27T01,MIDA,Mid-Atlantic,Petroleum,211,megawatthours
OIL,2025-05-27T00,MIDA,Mid-Atlantic,Petroleum,210,megawatthours
OIL,2025-05-26T23,MIDA,Mid-Atlantic,Petroleum,212,megawatthours
OIL,2025-05-26T22,MIDA,Mid-Atlantic,Petroleum,214,megawatthours
OIL,2025-05-26T21,MIDA,Mid-Atlantic,Petroleum,214,megawatthours
OIL,2025-05-26T20,MIDA,Mid-Atlantic,Petroleum,216,megawatthours
OIL,2025-05-26T19,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2025-05-26T18,MIDA,Mid-Atlantic,Petroleum,219,megawatthours
OIL,2025-05-26T17,MIDA,Mid-Atlantic,Petroleum,220,megawatthours
OIL,2025-05-26T16,MIDA,Mid-Atlantic,Petroleum,222,megawatthours
OIL,2025-05-26T15,MIDA,Mid-Atlantic,Petroleum,224,megawatthours
OIL,2025-05-26T14,MIDA,Mid-Atlantic,Petroleum,224,megawatthours
OIL,2025-05-26T13,MIDA,Mid-Atlantic,Petroleum,225,megawatthours
OIL,2025-05-26T12,MIDA,Mid-Atlantic,Petroleum,226,megawatthours
OIL,2025-05-26T11,MIDA,Mid-Atlantic,Petroleum,227,megawatthours
OIL,2025-05-26T10,MIDA,Mid-Atlantic,Petroleum,231,megawatthours
OIL,2025-05-26T09,MIDA,Mid-Atlantic,Petroleum,231,megawatthours
OIL,2025-05-26T08,MIDA,Mid-Atlantic,Petroleum,228,megawatthours
OIL,2025-05-26T07,MIDA,Mid-Atlantic,Petroleum,225,megawatthours
OIL,2025-05-26T06,MIDA,Mid-Atlantic,Petroleum,223,megawatthours
OIL,2025-05-26T05,MIDA,Mid-Atlantic,Petroleum,220,megawatthours
OIL,2025-05-26T04,MIDA,Mid-Atlantic,Petroleum,220,megawatthours
OIL,2025-05-26T03,MIDA,Mid-Atlantic,Petroleum,219,megawatthours
OIL,2025-05-26T02,MIDA,Mid-Atlantic,Petroleum,240,megawatthours
OIL,2025-05-26T01,MIDA,Mid-Atlantic,Petroleum,327,megawatthours
OIL,2025-05-26T00,MIDA,Mid-Atlantic,Petroleum,376,megawatthours
OIL,2025-05-25T23,MIDA,Mid-Atlantic,Petroleum,266,megawatthours
OIL,2025-05-25T22,MIDA,Mid-Atlantic,Petroleum,253,megawatthours
OIL,2025-05-25T21,MIDA,Mid-Atlantic,Petroleum,214,megawatthours
OIL,2025-05-25T20,MIDA,Mid-Atlantic,Petroleum,215,megawatthours
OIL,2025-05-25T19,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2025-05-25T18,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2025-05-25T17,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2025-05-25T16,MIDA,Mid-Atlantic,Petroleum,219,megawatthours
OIL,2025-05-25T15,MIDA,Mid-Atlantic,Petroleum,221,megawatthours
OIL,2025-05-25T14,MIDA,Mid-Atlantic,Petroleum,221,megawatthours
OIL,2025-05-25T13,MIDA,Mid-Atlantic,Petroleum,220,megawatthours
OIL,2025-05-25T12,MIDA,Mid-Atlantic,Petroleum,222,megawatthours
OIL,2025-05-25T11,MIDA,Mid-Atlantic,Petroleum,224,megawatthours
OIL,2025-05-25T10,MIDA,Mid-Atlantic,Petroleum,224,megawatthours
OIL,2025-05-25T09,MIDA,Mid-Atlantic,Petroleum,223,megawatthours
OIL,2025-05-25T08,MIDA,Mid-Atlantic,Petroleum,221,megawatthours
OIL,2025-05-25T07,MIDA,Mid-Atlantic,Petroleum,218,megawatthours
OIL,2025-05-25T06,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2025-05-25T05,MIDA,Mid-Atlantic,Petroleum,216,megawatthours
OIL,2025-05-25T04,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2025-05-25T04,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-25T03,MIDA,Mid-Atlantic,Petroleum,216,megawatthours
OIL,2025-05-25T03,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-25T02,MIDA,Mid-Atlantic,Petroleum,240,megawatthours
OIL,2025-05-25T02,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-25T01,MIDA,Mid-Atlantic,Petroleum,212,megawatthours
OIL,2025-05-25T01,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-25T00,MIDA,Mid-Atlantic,Petroleum,211,megawatthours
OIL,2025-05-25T00,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-24T23,MIDA,Mid-Atlantic,Petroleum,213,megawatthours
OIL,2025-05-24T23,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-24T22,MIDA,Mid-Atlantic,Petroleum,215,megawatthours
OIL,2025-05-24T22,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-24T21,MIDA,Mid-Atlantic,Petroleum,216,megawatthours
OIL,2025-05-24T21,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-24T20,MIDA,Mid-Atlantic,Petroleum,218,megawatthours
OIL,2025-05-24T20,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-24T19,MIDA,Mid-Atlantic,Petroleum,218,megawatthours
OIL,2025-05-24T19,NE,New England,Petroleum,30,megawatthours
OIL,2025-05-24T18,MIDA,Mid-Atlantic,Petroleum,218,megawatthours
OIL,2025-05-24T18,NE,New England,Petroleum,37,megawatthours
OIL,2025-05-24T17,MIDA,Mid-Atlantic,Petroleum,219,megawatthours
OIL,2025-05-24T17,NE,New England,Petroleum,37,megawatthours
OIL,2025-05-24T16,MIDA,Mid-Atlantic,Petroleum,221,megawatthours
OIL,2025-05-24T16,NE,New England,Petroleum,13,megawatthours
OIL,2025-05-24T15,MIDA,Mid-Atlantic,Petroleum,223,megawatthours
OIL,2025-05-24T15,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-24T14,MIDA,Mid-Atlantic,Petroleum,224,megawatthours
OIL,2025-05-24T14,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-24T13,MIDA,Mid-Atlantic,Petroleum,225,megawatthours
OIL,2025-05-24T13,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-24T12,MIDA,Mid-Atlantic,Petroleum,228,megawatthours
OIL,2025-05-24T12,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-24T11,MIDA,Mid-Atlantic,Petroleum,229,megawatthours
OIL,2025-05-24T11,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-24T10,MIDA,Mid-Atlantic,Petroleum,230,megawatthours
OIL,2025-05-24T10,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-24T09,MIDA,Mid-Atlantic,Petroleum,229,megawatthours
OIL,2025-05-24T09,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-24T08,MIDA,Mid-Atlantic,Petroleum,225,megawatthours
OIL,2025-05-24T08,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-24T07,MIDA,Mid-Atlantic,Petroleum,224,megawatthours
OIL,2025-05-24T07,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-24T06,MIDA,Mid-Atlantic,Petroleum,221,megawatthours
OIL,2025-05-24T06,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-24T05,MIDA,Mid-Atlantic,Petroleum,219,megawatthours
OIL,2025-05-24T05,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-24T04,MIDA,Mid-Atlantic,Petroleum,420,megawatthours
OIL,2025-05-24T04,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-24T03,MIDA,Mid-Atlantic,Petroleum,408,megawatthours
OIL,2025-05-24T03,NE,New England,Petroleum,23,megawatthours
OIL,2025-05-24T02,MIDA,Mid-Atlantic,Petroleum,531,megawatthours
OIL,2025-05-24T02,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-24T01,MIDA,Mid-Atlantic,Petroleum,534,megawatthours
OIL,2025-05-24T01,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-24T00,MIDA,Mid-Atlantic,Petroleum,458,megawatthours
OIL,2025-05-24T00,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-23T23,MIDA,Mid-Atlantic,Petroleum,512,megawatthours
OIL,2025-05-23T23,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-23T22,MIDA,Mid-Atlantic,Petroleum,516,megawatthours
OIL,2025-05-23T22,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-23T21,MIDA,Mid-Atlantic,Petroleum,227,megawatthours
OIL,2025-05-23T21,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-23T20,MIDA,Mid-Atlantic,Petroleum,234,megawatthours
OIL,2025-05-23T20,NE,New England,Petroleum,24,megawatthours
OIL,2025-05-23T19,MIDA,Mid-Atlantic,Petroleum,235,megawatthours
OIL,2025-05-23T19,NE,New England,Petroleum,30,megawatthours
OIL,2025-05-23T18,MIDA,Mid-Atlantic,Petroleum,235,megawatthours
OIL,2025-05-23T18,NE,New England,Petroleum,37,megawatthours
OIL,2025-05-23T17,MIDA,Mid-Atlantic,Petroleum,236,megawatthours
OIL,2025-05-23T17,NE,New England,Petroleum,37,megawatthours
OIL,2025-05-23T16,MIDA,Mid-Atlantic,Petroleum,238,megawatthours
OIL,2025-05-23T16,NE,New England,Petroleum,13,megawatthours
OIL,2025-05-23T15,MIDA,Mid-Atlantic,Petroleum,234,megawatthours
OIL,2025-05-23T15,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-23T14,MIDA,Mid-Atlantic,Petroleum,233,megawatthours
OIL,2025-05-23T14,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-23T13,MIDA,Mid-Atlantic,Petroleum,234,megawatthours
OIL,2025-05-23T13,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-23T12,MIDA,Mid-Atlantic,Petroleum,220,megawatthours
OIL,2025-05-23T12,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-23T11,MIDA,Mid-Atlantic,Petroleum,222,megawatthours
OIL,2025-05-23T11,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-23T10,MIDA,Mid-Atlantic,Petroleum,224,megawatthours
OIL,2025-05-23T10,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-23T09,MIDA,Mid-Atlantic,Petroleum,223,megawatthours
OIL,2025-05-23T09,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-23T08,MIDA,Mid-Atlantic,Petroleum,218,megawatthours
OIL,2025-05-23T08,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-23T07,MIDA,Mid-Atlantic,Petroleum,215,megawatthours
OIL,2025-05-23T07,NE,New England,Petroleum,6,megawatthours
OIL,2025-05-23T06,MIDA,Mid-Atlantic,Petroleum,213,megawatthours
OIL,2025-05-23T06,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-23T05,MIDA,Mid-Atlantic,Petroleum,329,megawatthours
OIL,2025-05-23T05,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-23T04,MIDA,Mid-Atlantic,Petroleum,455,megawatthours
OIL,2025-05-23T04,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-23T03,MIDA,Mid-Atlantic,Petroleum,442,megawatthours
OIL,2025-05-23T03,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-23T02,MIDA,Mid-Atlantic,Petroleum,505,megawatthours
OIL,2025-05-23T02,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-23T01,MIDA,Mid-Atlantic,Petroleum,522,megawatthours
OIL,2025-05-23T01,NE,New England,Petroleum,44,megawatthours
OIL,2025-05-23T00,MIDA,Mid-Atlantic,Petroleum,490,megawatthours
OIL,2025-05-23T00,NE,New England,Petroleum,56,megawatthours
OIL,2025-05-22T23,MIDA,Mid-Atlantic,Petroleum,460,megawatthours
OIL,2025-05-22T23,NE,New England,Petroleum,56,megawatthours
OIL,2025-05-22T22,MIDA,Mid-Atlantic,Petroleum,437,megawatthours
OIL,2025-05-22T22,NE,New England,Petroleum,20,megawatthours
OIL,2025-05-22T21,MIDA,Mid-Atlantic,Petroleum,452,megawatthours
OIL,2025-05-22T21,NE,New England,Petroleum,20,megawatthours
OIL,2025-05-22T20,MIDA,Mid-Atlantic,Petroleum,445,megawatthours
OIL,2025-05-22T20,NE,New England,Petroleum,20,megawatthours
OIL,2025-05-22T19,MIDA,Mid-Atlantic,Petroleum,476,megawatthours
OIL,2025-05-22T19,NE,New England,Petroleum,20,megawatthours
OIL,2025-05-22T18,MIDA,Mid-Atlantic,Petroleum,476,megawatthours
OIL,2025-05-22T18,NE,New England,Petroleum,11,megawatthours
OIL,2025-05-22T17,MIDA,Mid-Atlantic,Petroleum,563,megawatthours
OIL,2025-05-22T17,NE,New England,Petroleum,11,megawatthours
OIL,2025-05-22T16,MIDA,Mid-Atlantic,Petroleum,580,megawatthours
OIL,2025-05-22T16,NE,New England,Petroleum,11,megawatthours
OIL,2025-05-22T15,MIDA,Mid-Atlantic,Petroleum,465,megawatthours
OIL,2025-05-22T15,NE,New England,Petroleum,11,megawatthours
OIL,2025-05-22T14,MIDA,Mid-Atlantic,Petroleum,657,megawatthours
OIL,2025-05-22T14,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-22T13,MIDA,Mid-Atlantic,Petroleum,490,megawatthours
OIL,2025-05-22T13,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-22T12,MIDA,Mid-Atlantic,Petroleum,389,megawatthours
OIL,2025-05-22T12,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-22T11,MIDA,Mid-Atlantic,Petroleum,232,megawatthours
OIL,2025-05-22T11,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-22T10,MIDA,Mid-Atlantic,Petroleum,223,megawatthours
OIL,2025-05-22T10,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-22T09,MIDA,Mid-Atlantic,Petroleum,225,megawatthours
OIL,2025-05-22T09,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-22T08,MIDA,Mid-Atlantic,Petroleum,224,megawatthours
OIL,2025-05-22T08,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-22T07,MIDA,Mid-Atlantic,Petroleum,222,megawatthours
OIL,2025-05-22T07,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-22T06,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2025-05-22T06,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-22T05,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2025-05-22T05,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-22T04,MIDA,Mid-Atlantic,Petroleum,216,megawatthours
OIL,2025-05-22T04,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-22T03,MIDA,Mid-Atlantic,Petroleum,215,megawatthours
OIL,2025-05-22T03,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-22T02,MIDA,Mid-Atlantic,Petroleum,231,megawatthours
OIL,2025-05-22T02,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-22T01,MIDA,Mid-Atlantic,Petroleum,185,megawatthours
OIL,2025-05-22T01,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-22T00,MIDA,Mid-Atlantic,Petroleum,192,megawatthours
OIL,2025-05-22T00,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T23,MIDA,Mid-Atlantic,Petroleum,415,megawatthours
OIL,2025-05-21T23,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T22,MIDA,Mid-Atlantic,Petroleum,405,megawatthours
OIL,2025-05-21T22,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T21,MIDA,Mid-Atlantic,Petroleum,251,megawatthours
OIL,2025-05-21T21,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T20,MIDA,Mid-Atlantic,Petroleum,222,megawatthours
OIL,2025-05-21T20,NE,New England,Petroleum,11,megawatthours
OIL,2025-05-21T19,MIDA,Mid-Atlantic,Petroleum,304,megawatthours
OIL,2025-05-21T19,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T18,MIDA,Mid-Atlantic,Petroleum,309,megawatthours
OIL,2025-05-21T18,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-21T17,MIDA,Mid-Atlantic,Petroleum,341,megawatthours
OIL,2025-05-21T17,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T16,MIDA,Mid-Atlantic,Petroleum,369,megawatthours
OIL,2025-05-21T16,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T15,MIDA,Mid-Atlantic,Petroleum,326,megawatthours
OIL,2025-05-21T15,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T14,MIDA,Mid-Atlantic,Petroleum,278,megawatthours
OIL,2025-05-21T14,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T13,MIDA,Mid-Atlantic,Petroleum,229,megawatthours
OIL,2025-05-21T13,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T12,MIDA,Mid-Atlantic,Petroleum,224,megawatthours
OIL,2025-05-21T12,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-21T11,MIDA,Mid-Atlantic,Petroleum,226,megawatthours
OIL,2025-05-21T11,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-21T10,MIDA,Mid-Atlantic,Petroleum,225,megawatthours
OIL,2025-05-21T10,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-21T09,MIDA,Mid-Atlantic,Petroleum,222,megawatthours
OIL,2025-05-21T09,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-21T08,MIDA,Mid-Atlantic,Petroleum,219,megawatthours
OIL,2025-05-21T08,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-21T07,MIDA,Mid-Atlantic,Petroleum,218,megawatthours
OIL,2025-05-21T07,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-21T06,MIDA,Mid-Atlantic,Petroleum,216,megawatthours
OIL,2025-05-21T06,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-21T05,MIDA,Mid-Atlantic,Petroleum,216,megawatthours
OIL,2025-05-21T05,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T04,MIDA,Mid-Atlantic,Petroleum,496,megawatthours
OIL,2025-05-21T04,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T03,MIDA,Mid-Atlantic,Petroleum,477,megawatthours
OIL,2025-05-21T03,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T02,MIDA,Mid-Atlantic,Petroleum,551,megawatthours
OIL,2025-05-21T02,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T01,MIDA,Mid-Atlantic,Petroleum,542,megawatthours
OIL,2025-05-21T01,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-21T00,MIDA,Mid-Atlantic,Petroleum,534,megawatthours
OIL,2025-05-21T00,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-20T23,MIDA,Mid-Atlantic,Petroleum,531,megawatthours
OIL,2025-05-20T23,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-20T22,MIDA,Mid-Atlantic,Petroleum,536,megawatthours
OIL,2025-05-20T22,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-20T21,MIDA,Mid-Atlantic,Petroleum,550,megawatthours
OIL,2025-05-20T21,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-20T20,MIDA,Mid-Atlantic,Petroleum,536,megawatthours
OIL,2025-05-20T20,NE,New England,Petroleum,11,megawatthours
OIL,2025-05-20T19,MIDA,Mid-Atlantic,Petroleum,387,megawatthours
OIL,2025-05-20T19,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-20T18,MIDA,Mid-Atlantic,Petroleum,214,megawatthours
OIL,2025-05-20T18,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-20T17,MIDA,Mid-Atlantic,Petroleum,214,megawatthours
OIL,2025-05-20T17,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-20T16,MIDA,Mid-Atlantic,Petroleum,214,megawatthours
OIL,2025-05-20T16,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-20T15,MIDA,Mid-Atlantic,Petroleum,215,megawatthours
OIL,2025-05-20T15,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-20T14,MIDA,Mid-Atlantic,Petroleum,216,megawatthours
OIL,2025-05-20T14,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-20T13,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2025-05-20T13,NE,New England,Petroleum,10,megawatthours
OIL,2025-05-20T12,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2025-05-20T12,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-20T11,MIDA,Mid-Atlantic,Petroleum,218,megawatthours
OIL,2025-05-20T11,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-20T10,MIDA,Mid-Atlantic,Petroleum,219,megawatthours
OIL,2025-05-20T10,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-20T09,MIDA,Mid-Atlantic,Petroleum,220,megawatthours
OIL,2025-05-20T09,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-20T08,MIDA,Mid-Atlantic,Petroleum,216,megawatthours
OIL,2025-05-20T08,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-20T07,MIDA,Mid-Atlantic,Petroleum,213,megawatthours
OIL,2025-05-20T07,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-20T06,MIDA,Mid-Atlantic,Petroleum,213,megawatthours
OIL,2025-05-20T06,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-20T05,MIDA,Mid-Atlantic,Petroleum,211,megawatthours
OIL,2025-05-20T05,NE,New England,Petroleum,0,megawatthours
OIL,2025-05-20T04,MIDA,Mid-Atlantic,Petroleum,693,megawatthours
OIL,2025-05-20T03,MIDA,Mid-Atlantic,Petroleum,1170,megawatthours
OIL,2025-05-20T02,MIDA,Mid-Atlantic,Petroleum,1195,megawatthours
OIL,2025-05-20T01,MIDA,Mid-Atlantic,Petroleum,1067,megawatthours
OIL,2025-05-20T00,MIDA,Mid-Atlantic,Petroleum,860,megawatthours
OIL,2025-05-19T23,MIDA,Mid-Atlantic,Petroleum,850,megawatthours
OIL,2025-05-19T22,MIDA,Mid-Atlantic,Petroleum,833,megawatthours
OIL,2025-05-19T21,MIDA,Mid-Atlantic,Petroleum,813,megawatthours
OIL,2025-05-19T20,MIDA,Mid-Atlantic,Petroleum,853,megawatthours
OIL,2025-05-19T19,MIDA,Mid-Atlantic,Petroleum,761,megawatthours
OIL,2025-05-19T18,MIDA,Mid-Atlantic,Petroleum,569,megawatthours
OIL,2025-05-19T17,MIDA,Mid-Atlantic,Petroleum,312,megawatthours
OIL,2025-05-19T16,MIDA,Mid-Atlantic,Petroleum,208,megawatthours
OIL,2025-05-19T15,MIDA,Mid-Atlantic,Petroleum,211,megawatthours
OIL,2025-05-19T14,MIDA,Mid-Atlantic,Petroleum,213,megawatthours
OIL,2025-05-19T13,MIDA,Mid-Atlantic,Petroleum,214,megawatthours
OIL,2025-05-19T12,MIDA,Mid-Atlantic,Petroleum,214,megawatthours
OIL,2025-05-19T11,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2025-05-19T10,MIDA,Mid-Atlantic,Petroleum,219,megawatthours
OIL,2025-05-19T09,MIDA,Mid-Atlantic,Petroleum,220,megawatthours
OIL,2025-05-19T08,MIDA,Mid-Atlantic,Petroleum,220,megawatthours
OIL,2025-05-19T07,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2025-05-19T06,MIDA,Mid-Atlantic,Petroleum,216,megawatthours
OIL,2025-05-19T05,MIDA,Mid-Atlantic,Petroleum,234,megawatthours
OIL,2025-05-19T04,MIDA,Mid-Atlantic,Petroleum,589,megawatthours
