period,hour_utc,weekday_utc,mida_ne_actual_demand_mwh,mida_ne_dayahead_demand_forecast_mwh,mida_ne_oil_generation_mwh,estimated_dfo_generation
2026-02-28T06,6,5,103414.000000,98143.000000,172.000000,197.800930
2026-02-28T07,7,5,101829.000000,97076.000000,172.000000,197.800930
2026-02-28T08,8,5,101126.000000,96967.000000,177.000000,203.550957
2026-02-28T09,9,5,101353.000000,97848.000000,176.000000,202.400951
2026-02-28T10,10,5,100897.000000,100121.000000,177.000000,203.550957
2026-02-28T11,11,5,103164.000000,103516.000000,176.000000,202.400951
2026-02-28T12,12,5,106943.000000,106549.000000,176.000000,202.400951
2026-02-28T13,13,5,108419.000000,106807.000000,175.000000,201.250946
2026-02-28T14,14,5,105868.000000,104659.000000,176.000000,202.400951
2026-02-28T15,15,5,102956.000000,101618.000000,173.000000,198.950935
2026-02-28T16,16,5,101235.000000,99056.000000,174.000000,200.100940
2026-02-28T17,17,5,98801.000000,97008.000000,172.000000,197.800930
2026-02-28T18,18,5,96715.000000,95283.000000,171.000000,196.650924
2026-02-28T19,19,5,95753.000000,94189.000000,172.000000,197.800930
2026-02-28T20,20,5,94927.000000,94644.000000,171.000000,196.650924
2026-02-28T21,21,5,94789.000000,97542.000000,173.000000,198.950935
2026-02-28T22,22,5,97401.000000,102456.000000,180.000000,207.000973
2026-02-28T23,23,5,101257.000000,106526.000000,179.000000,205.850967
2026-03-01T00,0,6,104861.000000,107466.000000,178.000000,204.700962
2026-03-01T01,1,6,105696.000000,106437.000000,176.000000,202.400951
2026-03-01T02,2,6,104959.000000,104706.000000,178.000000,204.700962
2026-03-01T03,3,6,103247.000000,101999.000000,201.000000,231.151086
2026-03-01T04,4,6,101256.000000,98541.000000,186.000000,213.901005
2026-03-01T05,5,6,99160.000000,96101.000000,182.000000,209.300984
2026-03-01T06,6,6,97562.000000,93772.000000,183.000000,210.450989
2026-03-01T07,7,6,97292.000000,92987.000000,173.000000,198.950935
2026-03-01T08,8,6,97152.000000,92961.000000,177.000000,203.550957
2026-03-01T09,9,6,97665.000000,93908.000000,175.000000,201.250946
2026-03-01T10,10,6,98405.000000,96096.000000,176.000000,202.400951
2026-03-01T11,11,6,98761.000000,99149.000000,177.000000,203.550957
2026-03-01T12,12,6,100853.000000,102348.000000,178.000000,204.700962
2026-03-01T13,13,6,102706.000000,104388.000000,176.000000,202.400951
2026-03-01T14,14,6,103995.000000,105523.000000,175.000000,201.250946
2026-03-01T15,15,6,103996.000000,105535.000000,174.000000,200.100940
2026-03-01T16,16,6,103044.000000,105169.000000,175.000000,201.250946
2026-03-01T17,17,6,100843.000000,104177.000000,174.000000,200.100940
2026-03-01T18,18,6,99023.000000,102820.000000,173.000000,198.950935
2026-03-01T19,19,6,97429.000000,101919.000000,172.000000,197.800930
2026-03-01T20,20,6,97083.000000,102522.000000,172.000000,197.800930
2026-03-01T21,21,6,97587.000000,106928.000000,173.000000,198.950935
2026-03-01T22,22,6,102064.000000,113771.000000,181.000000,208.150978
2026-03-01T23,23,6,108809.000000,119321.000000,180.000000,207.000973
2026-03-02T00,0,0,114819.000000,120220.000000,190.000000,218.501027
2026-03-02T01,1,0,117015.000000,119521.000000,264.000000,303.601427
2026-03-02T02,2,0,116518.000000,117167.000000,289.000000,332.351562
2026-03-02T03,3,0,114247.000000,113935.000000,289.000000,332.351562
2026-03-02T04,4,0,111322.000000,110552.000000,291.000000,334.651573
2026-03-02T05,5,0,108761.000000,108456.000000,290.000000,333.501567
2026-03-02T06,6,0,107619.000000,105196.000000,280.000000,322.001513
2026-03-02T07,7,0,106921.000000,105157.000000,281.000000,323.151519
2026-03-02T08,8,0,106929.000000,106257.000000,283.000000,325.451529
2026-03-02T09,9,0,107658.000000,109295.000000,284.000000,326.601535
2026-03-02T10,10,0,109961.000000,115062.000000,316.000000,363.401708
2026-03-02T11,11,0,115898.000000,123594.000000,910.000000,1046.504918
2026-03-02T12,12,0,124560.000000,129704.000000,1357.000000,1560.557334
2026-03-02T13,13,0,127830.000000,129319.000000,1305.000000,1500.757053
2026-03-02T14,14,0,125607.000000,125710.000000,1120.000000,1288.006053
2026-03-02T15,15,0,123720.000000,122298.000000,1036.000000,1191.405599
2026-03-02T16,16,0,122007.000000,119761.000000,1089.000000,1252.355885
2026-03-02T17,17,0,121370.000000,117482.000000,1194.000000,1373.106453
2026-03-02T18,18,0,120634.000000,116145.000000,1130.000000,1299.506107
2026-03-02T19,19,0,120313.000000,115287.000000,1243.000000,1429.456718
2026-03-02T20,20,0,119832.000000,115789.000000,1068.000000,1228.205772
2026-03-02T21,21,0,120376.000000,119190.000000,950.000000,1092.505134
2026-03-02T22,22,0,123298.000000,125574.000000,1007.000000,1158.055442
2026-03-02T23,23,0,128079.000000,130208.000000,1143.000000,1314.456177
2026-03-03T00,0,1,131766.000000,130557.000000,1299.000000,1493.857020
2026-03-03T01,1,1,131880.000000,128579.000000,1428.000000,1642.207717
2026-03-03T02,2,1,129689.000000,125182.000000,1234.000000,1419.106669
2026-03-03T03,3,1,125739.000000,119983.000000,1147.000000,1319.056199
2026-03-03T04,4,1,120829.000000,114849.000000,1155.000000,1328.256242
2026-03-03T05,5,1,116192.000000,111083.000000,698.000000,802.703772
2026-03-03T06,6,1,113168.000000,109704.000000,282.000000,324.301524
2026-03-03T07,7,1,111719.000000,108262.000000,281.000000,323.151519
2026-03-03T08,8,1,110826.000000,107859.000000,281.000000,323.151519
2026-03-03T09,9,1,110289.000000,109198.000000,281.000000,323.151519
2026-03-03T10,10,1,111106.000000,113470.000000,284.000000,326.601535
2026-03-03T11,11,1,115023.000000,120896.000000,759.000000,872.854102
2026-03-03T12,12,1,122315.000000,125793.000000,1389.000000,1597.357507
2026-03-03T13,13,1,125888.000000,125606.000000,1186.000000,1363.906409
2026-03-03T14,14,1,126287.000000,123327.000000,1186.000000,1363.906409
2026-03-03T15,15,1,126146.000000,121366.000000,1203.000000,1383.456501
2026-03-03T16,16,1,125290.000000,119485.000000,1276.000000,1467.406896
2026-03-03T17,17,1,124706.000000,118103.000000,1266.000000,1455.906842
2026-03-03T18,18,1,123946.000000,117108.000000,1278.000000,1469.706907
2026-03-03T19,19,1,123183.000000,116319.000000,1746.000000,2007.909436
2026-03-03T20,20,1,122203.000000,116336.000000,1796.000000,2065.409706
2026-03-03T21,21,1,121732.000000,118019.000000,1742.000000,2003.309414
2026-03-03T22,22,1,122690.000000,120602.000000,1621.000000,1864.158760
2026-03-03T23,23,1,124772.000000,122604.000000,1138.000000,1308.706150
2026-03-04T00,0,2,126316.000000,122289.000000,1135.000000,1305.256134
2026-03-04T01,1,2,125103.000000,120379.000000,1157.000000,1330.556253
2026-03-04T02,2,2,122378.000000,117418.000000,1130.000000,1299.506107
2026-03-04T03,3,2,117927.000000,111823.000000,913.000000,1049.954934
2026-03-04T04,4,2,112531.000000,106277.000000,908.000000,1044.204907
2026-03-04T05,5,2,108626.000000,101690.000000,611.000000,702.653302
2026-03-04T06,6,2,105438.000000,100897.000000,194.000000,223.101048
2026-03-04T07,7,2,103226.000000,99156.000000,180.000000,207.000973
2026-03-04T08,8,2,102027.000000,98544.000000,182.000000,209.300984
2026-03-04T09,9,2,102004.000000,99737.000000,181.000000,208.150978
2026-03-04T10,10,2,102665.000000,103712.000000,181.000000,208.150978
2026-03-04T11,11,2,105425.000000,110501.000000,180.000000,207.000973
2026-03-04T12,12,2,112410.000000,115320.000000,480.000000,552.002594
2026-03-04T13,13,2,116075.000000,115629.000000,883.000000,1015.454772
2026-03-04T14,14,2,114595.000000,113249.000000,975.000000,1121.255269
2026-03-04T15,15,2,112040.000000,110043.000000,1029.000000,1183.355561
2026-03-04T16,16,2,110183.000000,107258.000000,388.000000,446.202097
2026-03-04T17,17,2,109402.000000,105113.000000,378.000000,434.702043
2026-03-04T18,18,2,108265.000000,103782.000000,382.000000,439.302064
2026-03-04T19,19,2,108147.000000,103207.000000,368.000000,423.201989
2026-03-04T20,20,2,107432.000000,103746.000000,368.000000,423.201989
2026-03-04T21,21,2,107936.000000,106595.000000,366.000000,420.901978
2026-03-04T22,22,2,109840.000000,111765.000000,366.000000,420.901978
2026-03-04T23,23,2,113338.000000,114856.000000,364.000000,418.601967
2026-03-05T00,0,3,116232.000000,115139.000000,363.000000,417.451962
2026-03-05T01,1,3,115786.000000,113410.000000,365.000000,419.751973
2026-03-05T02,2,3,113354.000000,110137.000000,442.000000,508.302389
2026-03-05T03,3,3,109608.000000,105317.000000,273.000000,313.951475
2026-03-05T04,4,3,105204.000000,100236.000000,194.000000,223.101048
2026-03-05T05,5,3,102070.000000,96072.000000,191.000000,219.651032
2026-03-05T06,6,3,99646.000000,94637.000000,176.000000,202.400951
2026-03-05T07,7,3,97916.000000,93077.000000,177.000000,203.550957
2026-03-05T08,8,3,96884.000000,92607.000000,177.000000,203.550957
2026-03-05T09,9,3,96992.000000,93865.000000,177.000000,203.550957
2026-03-05T10,10,3,97046.000000,97901.000000,177.000000,203.550957
2026-03-05T11,11,3,99817.000000,104803.000000,180.000000,207.000973
2026-03-05T12,12,3,106989.000000,109805.000000,180.000000,207.000973
2026-03-05T13,13,3,111213.000000,110418.000000,178.000000,204.700962
2026-03-05T14,14,3,111808.000000,108719.000000,207.000000,238.051119
2026-03-05T15,15,3,111144.000000,107042.000000,174.000000,200.100940
2026-03-05T16,16,3,110651.000000,105571.000000,218.000000,250.701178
2026-03-05T17,17,3,110108.000000,104636.000000,287.000000,330.051551
2026-03-05T18,18,3,109135.000000,104211.000000,455.000000,523.252459
2026-03-05T19,19,3,109344.000000,104144.000000,576.000000,662.403113
2026-03-05T20,20,3,108613.000000,104973.000000,491.000000,564.652653
2026-03-05T21,21,3,108619.000000,107355.000000,440.000000,506.002378
2026-03-05T22,22,3,109757.000000,111316.000000,426.000000,489.902302
2026-03-05T23,23,3,112267.000000,113684.000000,446.000000,512.902410
2026-03-06T00,0,4,114633.000000,113519.000000,498.000000,572.702691
2026-03-06T01,1,4,114683.000000,111456.000000,505.000000,580.752729
2026-03-06T02,2,4,112700.000000,107953.000000,574.000000,660.103102
2026-03-06T03,3,4,108691.000000,103064.000000,511.000000,587.652762
2026-03-06T04,4,4,104148.000000,97843.000000,474.000000,545.102562
2026-03-06T05,5,4,100770.000000,94048.000000,193.000000,221.951043
2026-03-06T06,6,4,98610.000000,91752.000000,180.000000,207.000973
2026-03-06T07,7,4,96453.000000,90127.000000,182.000000,209.300984
2026-03-06T08,8,4,95180.000000,89579.000000,182.000000,209.300984
2026-03-06T09,9,4,94954.000000,90688.000000,181.000000,208.150978
2026-03-06T10,10,4,95335.000000,94707.000000,181.000000,208.150978
2026-03-06T11,11,4,98291.000000,101341.000000,192.000000,220.801038
2026-03-06T12,12,4,104482.000000,106804.000000,485.000000,557.752621
2026-03-06T13,13,4,108876.000000,108094.000000,564.000000,648.603048
2026-03-06T14,14,4,110426.000000,107507.000000,520.000000,598.002810
2026-03-06T15,15,4,110481.000000,106484.000000,206.000000,236.901113
2026-03-06T16,16,4,110577.000000,105385.000000,200.000000,230.001081
2026-03-06T17,17,4,110474.000000,104580.000000,241.000000,277.151302
2026-03-06T18,18,4,110488.000000,104293.000000,213.000000,244.951151
2026-03-06T19,19,4,110057.000000,104242.000000,185.000000,212.751000
2026-03-06T20,20,4,109096.000000,104856.000000,186.000000,213.901005
2026-03-06T21,21,4,108868.000000,106715.000000,208.000000,239.201124
2026-03-06T22,22,4,110261.000000,110129.000000,247.000000,284.051335
2026-03-06T23,23,4,111651.000000,111769.000000,389.000000,447.352102
2026-03-07T00,0,5,112941.000000,110909.000000,370.000000,425.502000
2026-03-07T01,1,5,112116.000000,108324.000000,553.000000,635.952989
2026-03-07T02,2,5,109463.000000,104830.000000,591.000000,679.653194
2026-03-07T03,3,5,106697.000000,100630.000000,378.000000,434.702043
2026-03-07T04,4,5,102480.000000,95901.000000,368.000000,423.201989
2026-03-07T05,5,5,99004.000000,92252.000000,248.000000,285.201340
2026-03-07T06,6,5,95930.000000,89922.000000,217.000000,249.551173
2026-03-07T07,7,5,93981.000000,87738.000000,173.000000,198.950935
2026-03-07T08,8,5,93511.000000,86712.000000,174.000000,200.100940
2026-03-07T09,9,5,92830.000000,86623.000000,176.000000,202.400951
2026-03-07T10,10,5,93202.000000,88077.000000,177.000000,203.550957
2026-03-07T11,11,5,92847.000000,90818.000000,178.000000,204.700962
2026-03-07T12,12,5,94359.000000,93772.000000,176.000000,202.400951
2026-03-07T13,13,5,96919.000000,96127.000000,187.000000,215.051011
2026-03-07T14,14,5,99850.000000,97762.000000,187.000000,215.051011
2026-03-07T15,15,5,101585.000000,98510.000000,186.000000,213.901005
2026-03-07T16,16,5,101758.000000,98056.000000,186.000000,213.901005
2026-03-07T17,17,5,101814.000000,97335.000000,476.000000,547.402572
2026-03-07T18,18,5,101308.000000,96885.000000,503.000000,578.452718
2026-03-07T19,19,5,100535.000000,96773.000000,282.000000,324.301524
2026-03-07T20,20,5,99770.000000,97706.000000,183.000000,210.450989
2026-03-07T21,21,5,100184.000000,100178.000000,187.000000,215.051011
2026-03-07T22,22,5,100536.000000,102900.000000,325.000000,373.751756
2026-03-07T23,23,5,102488.000000,104966.000000,375.000000,431.252027
2026-03-08T00,0,6,104688.000000,104277.000000,374.000000,430.102021
2026-03-08T01,1,6,104177.000000,101530.000000,394.000000,453.102129
2026-03-08T02,2,6,102040.000000,98226.000000,382.000000,439.302064
2026-03-08T03,3,6,99459.000000,94390.000000,376.000000,432.402032
2026-03-08T04,4,6,95552.000000,89971.000000,241.000000,277.151302
2026-03-08T05,5,6,92377.000000,86970.000000,215.000000,247.251162
2026-03-08T06,6,6,89652.000000,11390.000000,173.000000,198.950935
2026-03-08T07,7,6,89261.000000,10850.000000,173.000000,198.950935
2026-03-08T08,8,6,88154.000000,10770.000000,174.000000,200.100940
2026-03-08T09,9,6,87501.000000,10680.000000,176.000000,202.400951
2026-03-08T10,10,6,87219.000000,10860.000000,177.000000,203.550957
2026-03-08T11,11,6,87216.000000,11170.000000,178.000000,204.700962
2026-03-08T12,12,6,88590.000000,11600.000000,176.000000,202.400951
2026-03-08T13,13,6,90358.000000,11870.000000,175.000000,201.250946
2026-03-08T14,14,6,92349.000000,12360.000000,175.000000,201.250946
2026-03-08T15,15,6,93407.000000,11820.000000,173.000000,198.950935
2026-03-08T16,16,6,93255.000000,11230.000000,173.000000,198.950935
2026-03-08T17,17,6,93701.000000,10730.000000,463.000000,532.452502
2026-03-08T18,18,6,93862.000000,10540.000000,490.000000,563.502648
2026-03-08T19,19,6,93687.000000,10490.000000,269.000000,309.351454
2026-03-08T20,20,6,93854.000000,10720.000000,170.000000,195.500919
2026-03-08T21,21,6,94040.000000,11630.000000,169.000000,194.350913
2026-03-08T22,22,6,95170.000000,12810.000000,282.000000,324.301524
2026-03-08T23,23,6,96564.000000,13700.000000,332.000000,381.801794
2026-03-09T00,0,0,98517.000000,14020.000000,331.000000,380.651789
2026-03-09T01,1,0,101219.000000,13550.000000,351.000000,403.651897
2026-03-09T02,2,0,102007.000000,12800.000000,339.000000,389.851832
2026-03-09T03,3,0,99048.000000,11970.000000,334.000000,384.101805
2026-03-09T04,4,0,94869.000000,11180.000000,199.000000,228.851075
2026-03-09T05,5,0,90128.000000,84462.000000,172.000000,197.800930
2026-03-09T06,6,0,89297.000000,83485.000000,172.000000,197.800930
2026-03-09T07,7,0,88852.000000,83526.000000,172.000000,197.800930
2026-03-09T08,8,0,89107.000000,85407.000000,173.000000,198.950935
2026-03-09T09,9,0,89453.000000,90229.000000,175.000000,201.250946
2026-03-09T10,10,0,93121.000000,98243.000000,267.000000,307.051443
2026-03-09T11,11,0,101850.000000,104153.000000,192.000000,220.801038
2026-03-09T12,12,0,108011.000000,105654.000000,257.000000,295.551389
2026-03-09T13,13,0,106820.000000,102375.000000,271.000000,311.651465
2026-03-09T14,14,0,101400.000000,98105.000000,197.000000,226.551065
2026-03-09T15,15,0,98051.000000,95035.000000,196.000000,225.401059
2026-03-09T16,16,0,97127.000000,93131.000000,171.000000,196.650924
2026-03-09T17,17,0,96195.000000,92038.000000,171.000000,196.650924
2026-03-09T18,18,0,95525.000000,91916.000000,170.000000,195.500919
2026-03-09T19,19,0,95224.000000,92643.000000,170.000000,195.500919
2026-03-09T20,20,0,95092.000000,95604.000000,169.000000,194.350913
2026-03-09T21,21,0,96831.000000,100091.000000,196.000000,225.401059
2026-03-09T22,22,0,99688.000000,104257.000000,201.000000,231.151086
2026-03-09T23,23,0,103201.000000,106301.000000,200.000000,230.001081
2026-03-10T00,0,1,105851.000000,105460.000000,240.000000,276.001297
2026-03-10T01,1,1,105837.000000,101943.000000,209.000000,240.351129
2026-03-10T02,2,1,102184.000000,96768.000000,169.000000,194.350913
2026-03-10T03,3,1,96657.000000,91488.000000,170.000000,195.500919
2026-03-10T04,4,1,92397.000000,87502.000000,171.000000,196.650924
2026-03-10T05,5,1,90106.000000,85146.000000,170.000000,195.500919
2026-03-10T06,6,1,88121.000000,83912.000000,172.000000,197.800930
2026-03-10T07,7,1,87132.000000,83518.000000,172.000000,197.800930
2026-03-10T08,8,1,86576.000000,85077.000000,173.000000,198.950935
2026-03-10T09,9,1,87194.000000,89311.000000,174.000000,200.100940
2026-03-10T10,10,1,90084.000000,96661.000000,173.000000,198.950935
2026-03-10T11,11,1,97382.000000,102127.000000,172.000000,197.800930
2026-03-10T12,12,1,102998.000000,102904.000000,172.000000,197.800930
2026-03-10T13,13,1,101796.000000,100385.000000,177.000000,203.550957
2026-03-10T14,14,1,98012.000000,97022.000000,190.000000,218.501027
2026-03-10T15,15,1,95806.000000,94941.000000,175.000000,201.250946
2026-03-10T16,16,1,96400.000000,94079.000000,217.000000,249.551173
2026-03-10T17,17,1,97036.000000,94199.000000,216.000000,248.401167
2026-03-10T18,18,1,97382.000000,94835.000000,214.000000,246.101157
2026-03-10T19,19,1,97757.000000,96485.000000,213.000000,244.951151
2026-03-10T20,20,1,98745.000000,99125.000000,213.000000,244.951151
2026-03-10T21,21,1,100160.000000,103513.000000,222.000000,255.301200
2026-03-10T22,22,1,103629.000000,106793.000000,212.000000,243.801146
2026-03-10T23,23,1,106401.000000,108754.000000,212.000000,243.801146
2026-03-11T00,0,2,108159.000000,107407.000000,213.000000,244.951151
2026-03-11T01,1,2,107621.000000,103501.000000,176.000000,202.400951
2026-03-11T02,2,2,103811.000000,97702.000000,166.000000,190.900897
2026-03-11T03,3,2,97767.000000,92214.000000,167.000000,192.050903
2026-03-11T04,4,2,93463.000000,87727.000000,168.000000,193.200908
2026-03-11T05,5,2,91683.000000,85253.000000,168.000000,193.200908
2026-03-11T06,6,2,88730.000000,83336.000000,169.000000,194.350913
2026-03-11T07,7,2,86836.000000,82478.000000,170.000000,195.500919
2026-03-11T08,8,2,86361.000000,83322.000000,172.000000,197.800930
2026-03-11T09,9,2,86284.000000,87066.000000,173.000000,198.950935
2026-03-11T10,10,2,88518.000000,93736.000000,173.000000,198.950935
2026-03-11T11,11,2,95235.000000,99635.000000,174.000000,200.100940
2026-03-11T12,12,2,100575.000000,101983.000000,174.000000,200.100940
2026-03-11T13,13,2,100726.000000,101602.000000,205.000000,235.751108
2026-03-11T14,14,2,99617.000000,100699.000000,204.000000,234.601102
2026-03-11T15,15,2,99664.000000,99766.000000,272.000000,312.801470
2026-03-11T16,16,2,99752.000000,99470.000000,725.000000,833.753918
2026-03-11T17,17,2,100232.000000,99614.000000,720.000000,828.003891
2026-03-11T18,18,2,101857.000000,100761.000000,689.000000,792.353724
2026-03-11T19,19,2,101993.000000,102494.000000,862.000000,991.304658
2026-03-11T20,20,2,103081.000000,105938.000000,972.000000,1117.805253
2026-03-11T21,21,2,105633.000000,109868.000000,975.000000,1121.255269
2026-03-11T22,22,2,108581.000000,112355.000000,946.000000,1087.905112
2026-03-11T23,23,2,110156.000000,111973.000000,981.000000,1128.155302
2026-03-12T00,0,3,110854.000000,109501.000000,988.000000,1136.205339
2026-03-12T01,1,3,109767.000000,105539.000000,991.000000,1139.655356
2026-03-12T02,2,3,106298.000000,99738.000000,988.000000,1136.205339
2026-03-12T03,3,3,100996.000000,93774.000000,996.000000,1145.405383
2026-03-12T04,4,3,97134.000000,89322.000000,740.000000,851.003999
2026-03-12T05,5,3,95050.000000,87447.000000,203.000000,233.451097
2026-03-12T06,6,3,93584.000000,85884.000000,170.000000,195.500919
2026-03-12T07,7,3,92162.000000,85179.000000,172.000000,197.800930
2026-03-12T08,8,3,91508.000000,86579.000000,172.000000,197.800930
2026-03-12T09,9,3,92147.000000,90302.000000,174.000000,200.100940
2026-03-12T10,10,3,94971.000000,97060.000000,176.000000,202.400951
2026-03-12T11,11,3,100582.000000,102750.000000,175.000000,201.250946
2026-03-12T12,12,3,106097.000000,105785.000000,174.000000,200.100940
2026-03-12T13,13,3,108040.000000,106657.000000,174.000000,200.100940
2026-03-12T14,14,3,108506.000000,106852.000000,173.000000,198.950935
2026-03-12T15,15,3,108497.000000,106246.000000,201.000000,231.151086
2026-03-12T16,16,3,108953.000000,105788.000000,172.000000,197.800930
2026-03-12T17,17,3,109719.000000,105075.000000,172.000000,197.800930
2026-03-12T18,18,3,111200.000000,104655.000000,172.000000,197.800930
2026-03-12T19,19,3,111641.000000,104949.000000,196.000000,225.401059
2026-03-12T20,20,3,111614.000000,106264.000000,714.000000,821.103859
2026-03-12T21,21,3,111553.000000,109271.000000,601.000000,691.153248
2026-03-12T22,22,3,110571.000000,112394.000000,461.000000,530.152491
2026-03-12T23,23,3,112400.000000,113726.000000,637.000000,732.553443
2026-03-13T00,0,4,115768.000000,113770.000000,774.000000,890.104183
2026-03-13T01,1,4,117069.000000,110934.000000,893.000000,1026.954826
2026-03-13T02,2,4,114624.000000,106385.000000,894.000000,1028.104831
2026-03-13T03,3,4,110319.000000,102343.000000,894.000000,1028.104831
2026-03-13T04,4,4,106256.000000,99861.000000,669.000000,769.353615
2026-03-13T05,5,4,104709.000000,98954.000000,204.000000,234.601102
2026-03-13T06,6,4,104708.000000,98203.000000,171.000000,196.650924
2026-03-13T07,7,4,104132.000000,98265.000000,175.000000,201.250946
2026-03-13T08,8,4,104328.000000,100399.000000,175.000000,201.250946
2026-03-13T09,9,4,105181.000000,104987.000000,177.000000,203.550957
2026-03-13T10,10,4,109337.000000,112171.000000,177.000000,203.550957
2026-03-13T11,11,4,117423.000000,117405.000000,175.000000,201.250946
2026-03-13T12,12,4,123260.000000,117444.000000,829.000000,953.354480
2026-03-13T13,13,4,121634.000000,113339.000000,2434.000000,2799.113154
2026-03-13T14,14,4,116670.000000,108270.000000,1810.000000,2081.509782
2026-03-13T15,15,4,112640.000000,104201.000000,1020.000000,1173.005512
2026-03-13T16,16,4,110058.000000,101380.000000,453.000000,520.952448
2026-03-13T17,17,4,109378.000000,99884.000000,548.000000,630.202962
2026-03-13T18,18,4,108043.000000,100127.000000,454.000000,522.102454
2026-03-13T19,19,4,106812.000000,100522.000000,556.000000,639.403005
2026-03-13T20,20,4,106585.000000,102724.000000,487.000000,560.052632
2026-03-13T21,21,4,105862.000000,105653.000000,489.000000,562.352643
2026-03-13T22,22,4,105656.000000,107865.000000,488.000000,561.202637
2026-03-13T23,23,4,106407.000000,108780.000000,613.000000,704.953313
2026-03-14T00,0,5,108655.000000,108666.000000,739.000000,849.853994
2026-03-14T01,1,5,109349.000000,106364.000000,675.000000,776.253648
2026-03-14T02,2,5,107182.000000,102460.000000,239.000000,274.851292
2026-03-14T03,3,5,103332.000000,97926.000000,237.000000,272.551281
2026-03-14T04,4,5,100064.000000,95127.000000,238.000000,273.701286
2026-03-14T05,5,5,97118.000000,93034.000000,236.000000,271.401275
2026-03-14T06,6,5,95712.000000,91749.000000,172.000000,197.800930
2026-03-14T07,7,5,95151.000000,91520.000000,175.000000,201.250946
2026-03-14T08,8,5,94461.000000,92146.000000,177.000000,203.550957
2026-03-14T09,9,5,93968.000000,94398.000000,177.000000,203.550957
2026-03-14T10,10,5,94700.000000,97835.000000,269.000000,309.351454
2026-03-14T11,11,5,97944.000000,101394.000000,837.000000,962.554523
2026-03-14T12,12,5,101516.000000,103432.000000,665.000000,764.753594
2026-03-14T13,13,5,102073.000000,103049.000000,527.000000,606.052848
2026-03-14T14,14,5,100838.000000,100691.000000,242.000000,278.301308
2026-03-14T15,15,5,99852.000000,98550.000000,173.000000,198.950935
2026-03-14T16,16,5,98766.000000,96552.000000,173.000000,198.950935
2026-03-14T17,17,5,98086.000000,94315.000000,173.000000,198.950935
2026-03-14T18,18,5,96585.000000,92396.000000,185.000000,212.751000
2026-03-14T19,19,5,95429.000000,91843.000000,207.000000,238.051119
2026-03-14T20,20,5,95319.000000,93436.000000,207.000000,238.051119
2026-03-14T21,21,5,96124.000000,96025.000000,217.000000,249.551173
2026-03-14T22,22,5,96685.000000,100599.000000,225.000000,258.751216
2026-03-14T23,23,5,100193.000000,103713.000000,207.000000,238.051119
2026-03-15T00,0,6,103690.000000,104838.000000,234.000000,269.101265
2026-03-15T01,1,6,104796.000000,103344.000000,234.000000,269.101265
2026-03-15T02,2,6,103133.000000,100770.000000,260.000000,299.001405
2026-03-15T03,3,6,100712.000000,97274.000000,234.000000,269.101265
2026-03-15T04,4,6,98062.000000,94292.000000,237.000000,272.551281
2026-03-15T05,5,6,96138.000000,91784.000000,167.000000,192.050903
2026-03-15T06,6,6,95331.000000,90592.000000,165.000000,189.750892
2026-03-15T07,7,6,95250.000000,90351.000000,165.000000,189.750892
2026-03-15T08,8,6,94990.000000,90699.000000,165.000000,189.750892
2026-03-15T09,9,6,94466.000000,92371.000000,175.000000,201.250946
2026-03-15T10,10,6,94373.000000,94865.000000,177.000000,203.550957
2026-03-15T11,11,6,96308.000000,97566.000000,177.000000,203.550957
2026-03-15T12,12,6,99198.000000,98881.000000,177.000000,203.550957
2026-03-15T13,13,6,100325.000000,97917.000000,175.000000,201.250946
2026-03-15T14,14,6,100109.000000,95443.000000,172.000000,197.800930
2026-03-15T15,15,6,99817.000000,92879.000000,175.000000,201.250946
2026-03-15T16,16,6,100259.000000,91255.000000,173.000000,198.950935
2026-03-15T17,17,6,99277.000000,90088.000000,173.000000,198.950935
2026-03-15T18,18,6,98677.000000,89668.000000,173.000000,198.950935
2026-03-15T19,19,6,99460.000000,90827.000000,172.000000,197.800930
2026-03-15T20,20,6,100676.000000,93587.000000,171.000000,196.650924
2026-03-15T21,21,6,101255.000000,97470.000000,172.000000,197.800930
2026-03-15T22,22,6,102152.000000,101148.000000,170.000000,195.500919
2026-03-15T23,23,6,103920.000000,103257.000000,168.000000,193.200908
2026-03-16T00,0,0,106091.000000,103650.000000,170.000000,195.500919
2026-03-16T01,1,0,106149.000000,100962.000000,171.000000,196.650924
2026-03-16T02,2,0,102980.000000,97031.000000,172.000000,197.800930
2026-03-16T03,3,0,98396.000000,92697.000000,174.000000,200.100940
2026-03-16T04,4,0,95667.000000,89445.000000,174.000000,200.100940
2026-03-16T05,5,0,94650.000000,88118.000000,173.000000,198.950935
2026-03-16T06,6,0,92788.000000,86729.000000,174.000000,200.100940
2026-03-16T07,7,0,91299.000000,86643.000000,174.000000,200.100940
2026-03-16T08,8,0,91101.000000,88168.000000,173.000000,198.950935
2026-03-16T09,9,0,92155.000000,92518.000000,173.000000,198.950935
2026-03-16T10,10,0,93397.000000,100070.000000,175.000000,201.250946
2026-03-16T11,11,0,100596.000000,106063.000000,174.000000,200.100940
2026-03-16T12,12,0,106121.000000,108328.000000,174.000000,200.100940
2026-03-16T13,13,0,108244.000000,108543.000000,306.000000,351.901654
2026-03-16T14,14,0,109075.000000,108351.000000,321.000000,369.151735
2026-03-16T15,15,0,109756.000000,108030.000000,283.000000,325.451529
2026-03-16T16,16,0,110321.000000,107479.000000,310.000000,356.501675
