period,respondent,respondent-name,type,type-name,value,value-units
2026-07-10T02,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,118739,megawatthours
2026-07-10T02,MIDA,Mid-Atlantic,NG,Net generation,133963,megawatthours
2026-07-10T02,MIDA,Mid-Atlantic,TI,Total interchange,941,megawatthours
2026-07-10T02,NE,New England,D,Demand,20149,megawatthours
2026-07-10T02,NE,New England,DF,Day-ahead demand forecast,19470,megawatthours
2026-07-10T02,NE,New England,NG,Net generation,18102,megawatthours
2026-07-10T02,NE,New England,TI,Total interchange,-2047,megawatthours
2026-07-10T01,MIDA,Mid-Atlantic,D,Demand,129211,megawatthours
2026-07-10T01,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,126089,megawatthours
2026-07-10T01,MIDA,Mid-Atlantic,NG,Net generation,137057,megawatthours
2026-07-10T01,MIDA,Mid-Atlantic,TI,Total interchange,967,megawatthours
2026-07-10T01,NE,New England,D,Demand,21073,megawatthours
2026-07-10T01,NE,New England,DF,Day-ahead demand forecast,20540,megawatthours
2026-07-10T01,NE,New England,NG,Net generation,18628,megawatthours
2026-07-10T01,NE,New England,TI,Total interchange,-2445,megawatthours
2026-07-10T00,MIDA,Mid-Atlantic,D,Demand,133060,megawatthours
2026-07-10T00,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,130275,megawatthours
2026-07-10T00,MIDA,Mid-Atlantic,NG,Net generation,139783,megawatthours
2026-07-10T00,MIDA,Mid-Atlantic,TI,Total interchange,825,megawatthours
2026-07-10T00,NE,New England,D,Demand,21483,megawatthours
2026-07-10T00,NE,New England,DF,Day-ahead demand forecast,21130,megawatthours
2026-07-10T00,NE,New England,NG,Net generation,19000,megawatthours
2026-07-10T00,NE,New England,TI,Total interchange,-2483,megawatthours
2026-07-09T23,MIDA,Mid-Atlantic,D,Demand,135634,megawatthours
2026-07-09T23,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,134343,megawatthours
2026-07-09T23,MIDA,Mid-Atlantic,NG,Net generation,142654,megawatthours
2026-07-09T23,MIDA,Mid-Atlantic,TI,Total interchange,828,megawatthours
2026-07-09T23,NE,New England,D,Demand,21682,megawatthours
2026-07-09T23,NE,New England,DF,Day-ahead demand forecast,21300,megawatthours
2026-07-09T23,NE,New England,NG,Net generation,19238,megawatthours
2026-07-09T23,NE,New England,TI,Total interchange,-2444,megawatthours
2026-07-09T22,MIDA,Mid-Atlantic,D,Demand,136804,megawatthours
2026-07-09T22,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,137390,megawatthours
2026-07-09T22,MIDA,Mid-Atlantic,NG,Net generation,143511,megawatthours
2026-07-09T22,MIDA,Mid-Atlantic,TI,Total interchange,957,megawatthours
2026-07-09T22,NE,New England,D,Demand,21253,megawatthours
2026-07-09T22,NE,New England,DF,Day-ahead demand forecast,21100,megawatthours
2026-07-09T22,NE,New England,NG,Net generation,18789,megawatthours
2026-07-09T22,NE,New England,TI,Total interchange,-2464,megawatthours
2026-07-09T21,MIDA,Mid-Atlantic,D,Demand,137222,megawatthours
2026-07-09T21,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,138933,megawatthours
2026-07-09T21,MIDA,Mid-Atlantic,NG,Net generation,143157,megawatthours
2026-07-09T21,MIDA,Mid-Atlantic,TI,Total interchange,570,megawatthours
2026-07-09T21,NE,New England,D,Demand,20273,megawatthours
2026-07-09T21,NE,New England,DF,Day-ahead demand forecast,20310,megawatthours
2026-07-09T21,NE,New England,NG,Net generation,18314,megawatthours
2026-07-09T21,NE,New England,TI,Total interchange,-1959,megawatthours
2026-07-09T20,MIDA,Mid-Atlantic,D,Demand,136411,megawatthours
2026-07-09T20,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,138187,megawatthours
2026-07-09T20,MIDA,Mid-Atlantic,NG,Net generation,141914,megawatthours
2026-07-09T20,MIDA,Mid-Atlantic,TI,Total interchange,50,megawatthours
2026-07-09T20,NE,New England,D,Demand,19150,megawatthours
2026-07-09T20,NE,New England,DF,Day-ahead demand forecast,18700,megawatthours
2026-07-09T20,NE,New England,NG,Net generation,17896,megawatthours
2026-07-09T20,NE,New England,TI,Total interchange,-1254,megawatthours
2026-07-09T19,MIDA,Mid-Atlantic,D,Demand,135071,megawatthours
2026-07-09T19,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,136556,megawatthours
2026-07-09T19,MIDA,Mid-Atlantic,NG,Net generation,141090,megawatthours
2026-07-09T19,MIDA,Mid-Atlantic,TI,Total interchange,301,megawatthours
2026-07-09T19,NE,New England,D,Demand,18145,megawatthours
2026-07-09T19,NE,New England,DF,Day-ahead demand forecast,17720,megawatthours
2026-07-09T19,NE,New England,NG,Net generation,17648,megawatthours
2026-07-09T19,NE,New England,TI,Total interchange,-497,megawatthours
2026-07-09T18,MIDA,Mid-Atlantic,D,Demand,132285,megawatthours
2026-07-09T18,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,134432,megawatthours
2026-07-09T18,MIDA,Mid-Atlantic,NG,Net generation,137559,megawatthours
2026-07-09T18,MIDA,Mid-Atlantic,TI,Total interchange,428,megawatthours
2026-07-09T18,NE,New England,D,Demand,17148,megawatthours
2026-07-09T18,NE,New England,DF,Day-ahead demand forecast,16640,megawatthours
2026-07-09T18,NE,New England,NG,Net generation,17342,megawatthours
2026-07-09T18,NE,New England,TI,Total interchange,194,megawatthours
2026-07-09T17,MIDA,Mid-Atlantic,D,Demand,128524,megawatthours
2026-07-09T17,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,131800,megawatthours
2026-07-09T17,MIDA,Mid-Atlantic,NG,Net generation,133766,megawatthours
2026-07-09T17,MIDA,Mid-Atlantic,TI,Total interchange,998,megawatthours
2026-07-09T17,NE,New England,D,Demand,16115,megawatthours
2026-07-09T17,NE,New England,DF,Day-ahead demand forecast,15790,megawatthours
2026-07-09T17,NE,New England,NG,Net generation,16714,megawatthours
2026-07-09T17,NE,New England,TI,Total interchange,599,megawatthours
2026-07-09T16,MIDA,Mid-Atlantic,D,Demand,124622,megawatthours
2026-07-09T16,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,127689,megawatthours
2026-07-09T16,MIDA,Mid-Atlantic,NG,Net generation,128906,megawatthours
2026-07-09T16,MIDA,Mid-Atlantic,TI,Total interchange,1227,megawatthours
2026-07-09T16,NE,New England,D,Demand,15066,megawatthours
2026-07-09T16,NE,New England,DF,Day-ahead demand forecast,14920,megawatthours
2026-07-09T16,NE,New England,NG,Net generation,15724,megawatthours
2026-07-09T16,NE,New England,TI,Total interchange,658,megawatthours
2026-07-09T15,MIDA,Mid-Atlantic,D,Demand,121236,megawatthours
2026-07-09T15,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,123011,megawatthours
2026-07-09T15,MIDA,Mid-Atlantic,NG,Net generation,125384,megawatthours
2026-07-09T15,MIDA,Mid-Atlantic,TI,Total interchange,1076,megawatthours
2026-07-09T15,NE,New England,D,Demand,14334,megawatthours
2026-07-09T15,NE,New England,DF,Day-ahead demand forecast,14330,megawatthours
2026-07-09T15,NE,New England,NG,Net generation,14755,megawatthours
2026-07-09T15,NE,New England,TI,Total interchange,421,megawatthours
2026-07-09T14,MIDA,Mid-Atlantic,D,Demand,116461,megawatthours
2026-07-09T14,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,117725,megawatthours
2026-07-09T14,MIDA,Mid-Atlantic,NG,Net generation,121340,megawatthours
2026-07-09T14,MIDA,Mid-Atlantic,TI,Total interchange,1031,megawatthours
2026-07-09T14,NE,New England,D,Demand,14057,megawatthours
2026-07-09T14,NE,New England,DF,Day-ahead demand forecast,13980,megawatthours
2026-07-09T14,NE,New England,NG,Net generation,14115,megawatthours
2026-07-09T14,NE,New England,TI,Total interchange,58,megawatthours
2026-07-09T13,MIDA,Mid-Atlantic,D,Demand,111671,megawatthours
2026-07-09T13,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,112398,megawatthours
2026-07-09T13,MIDA,Mid-Atlantic,NG,Net generation,117239,megawatthours
2026-07-09T13,MIDA,Mid-Atlantic,TI,Total interchange,869,megawatthours
2026-07-09T13,NE,New England,D,Demand,13981,megawatthours
2026-07-09T13,NE,New England,DF,Day-ahead demand forecast,13970,megawatthours
2026-07-09T13,NE,New England,NG,Net generation,13770,megawatthours
2026-07-09T13,NE,New England,TI,Total interchange,-211,megawatthours
2026-07-09T12,MIDA,Mid-Atlantic,D,Demand,107225,megawatthours
2026-07-09T12,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,107517,megawatthours
2026-07-09T12,MIDA,Mid-Atlantic,NG,Net generation,112331,megawatthours
2026-07-09T12,MIDA,Mid-Atlantic,TI,Total interchange,876,megawatthours
2026-07-09T12,NE,New England,D,Demand,14091,megawatthours
2026-07-09T12,NE,New England,DF,Day-ahead demand forecast,13850,megawatthours
2026-07-09T12,NE,New England,NG,Net generation,13510,megawatthours
2026-07-09T12,NE,New England,TI,Total interchange,-581,megawatthours
2026-07-09T11,MIDA,Mid-Atlantic,D,Demand,102035,megawatthours
2026-07-09T11,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,102571,megawatthours
2026-07-09T11,MIDA,Mid-Atlantic,NG,Net generation,108168,megawatthours
2026-07-09T11,MIDA,Mid-Atlantic,TI,Total interchange,1073,megawatthours
2026-07-09T11,NE,New England,D,Demand,14122,megawatthours
2026-07-09T11,NE,New England,DF,Day-ahead demand forecast,13260,megawatthours
2026-07-09T11,NE,New England,NG,Net generation,13327,megawatthours
2026-07-09T11,NE,New England,TI,Total interchange,-795,megawatthours
2026-07-09T10,MIDA,Mid-Atlantic,D,Demand,98414,megawatthours
2026-07-09T10,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,97938,megawatthours
2026-07-09T10,MIDA,Mid-Atlantic,NG,Net generation,104815,megawatthours
2026-07-09T10,MIDA,Mid-Atlantic,TI,Total interchange,869,megawatthours
2026-07-09T10,NE,New England,D,Demand,13712,megawatthours
2026-07-09T10,NE,New England,DF,Day-ahead demand forecast,12370,megawatthours
2026-07-09T10,NE,New England,NG,Net generation,12794,megawatthours
2026-07-09T10,NE,New England,TI,Total interchange,-918,megawatthours
2026-07-09T09,MIDA,Mid-Atlantic,D,Demand,96396,megawatthours
2026-07-09T09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,94474,megawatthours
2026-07-09T09,MIDA,Mid-Atlantic,NG,Net generation,103075,megawatthours
2026-07-09T09,MIDA,Mid-Atlantic,TI,Total interchange,791,megawatthours
2026-07-09T09,NE,New England,D,Demand,13715,megawatthours
2026-07-09T09,NE,New England,DF,Day-ahead demand forecast,11980,megawatthours
2026-07-09T09,NE,New England,NG,Net generation,12863,megawatthours
2026-07-09T09,NE,New England,TI,Total interchange,-852,megawatthours
2026-07-09T08,MIDA,Mid-Atlantic,D,Demand,97126,megawatthours
2026-07-09T08,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,92825,megawatthours
2026-07-09T08,MIDA,Mid-Atlantic,NG,Net generation,104518,megawatthours
2026-07-09T08,MIDA,Mid-Atlantic,TI,Total interchange,319,megawatthours
2026-07-09T08,NE,New England,D,Demand,13670,megawatthours
2026-07-09T08,NE,New England,DF,Day-ahead demand forecast,11970,megawatthours
2026-07-09T08,NE,New England,NG,Net generation,12720,megawatthours
2026-07-09T08,NE,New England,TI,Total interchange,-950,megawatthours
2026-07-09T07,MIDA,Mid-Atlantic,D,Demand,99679,megawatthours
2026-07-09T07,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,93472,megawatthours
2026-07-09T07,MIDA,Mid-Atlantic,NG,Net generation,106409,megawatthours
2026-07-09T07,MIDA,Mid-Atlantic,TI,Total interchange,4965,megawatthours
2026-07-09T07,NE,New England,D,Demand,13677,megawatthours
2026-07-09T07,NE,New England,DF,Day-ahead demand forecast,12190,megawatthours
2026-07-09T07,NE,New England,NG,Net generation,13053,megawatthours
2026-07-09T07,NE,New England,TI,Total interchange,-624,megawatthours
2026-07-09T06,MIDA,Mid-Atlantic,D,Demand,103490,megawatthours
2026-07-09T06,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,96075,megawatthours
2026-07-09T06,MIDA,Mid-Atlantic,NG,Net generation,109135,megawatthours
2026-07-09T06,MIDA,Mid-Atlantic,TI,Total interchange,5547,megawatthours
2026-07-09T06,NE,New England,D,Demand,13953,megawatthours
2026-07-09T06,NE,New England,DF,Day-ahead demand forecast,12640,megawatthours
2026-07-09T06,NE,New England,NG,Net generation,13329,megawatthours
2026-07-09T06,NE,New England,TI,Total interchange,-624,megawatthours
2026-07-09T05,MIDA,Mid-Atlantic,D,Demand,107722,megawatthours
2026-07-09T05,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,100026,megawatthours
2026-07-09T05,MIDA,Mid-Atlantic,NG,Net generation,112413,megawatthours
2026-07-09T05,MIDA,Mid-Atlantic,TI,Total interchange,6095,megawatthours
2026-07-09T05,NE,New England,D,Demand,14194,megawatthours
2026-07-09T05,NE,New England,DF,Day-ahead demand forecast,13280,megawatthours
2026-07-09T05,NE,New England,NG,Net generation,13342,megawatthours
2026-07-09T05,NE,New England,TI,Total interchange,-852,megawatthours
2026-07-09T04,MIDA,Mid-Atlantic,D,Demand,112861,megawatthours
2026-07-09T04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,103053,megawatthours
2026-07-09T04,MIDA,Mid-Atlantic,NG,Net generation,118307,megawatthours
2026-07-09T04,MIDA,Mid-Atlantic,TI,Total interchange,1004,megawatthours
2026-07-09T04,NE,New England,D,Demand,14582,megawatthours
2026-07-09T04,NE,New England,DF,Day-ahead demand forecast,14210,megawatthours
2026-07-09T04,NE,New England,NG,Net generation,13880,megawatthours
2026-07-09T04,NE,New England,TI,Total interchange,-702,megawatthours
2026-07-09T03,MIDA,Mid-Atlantic,D,Demand,120256,megawatthours
2026-07-09T03,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,109223,megawatthours
2026-07-09T03,MIDA,Mid-Atlantic,NG,Net generation,126288,megawatthours
2026-07-09T03,MIDA,Mid-Atlantic,TI,Total interchange,937,megawatthours
2026-07-09T03,NE,New England,D,Demand,16016,megawatthours
2026-07-09T03,NE,New England,DF,Day-ahead demand forecast,15690,megawatthours
2026-07-09T03,NE,New England,NG,Net generation,15053,megawatthours
2026-07-09T03,NE,New England,TI,Total interchange,-963,megawatthours
2026-07-09T02,MIDA,Mid-Atlantic,D,Demand,127206,megawatthours
2026-07-09T02,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,117143,megawatthours
2026-07-09T02,MIDA,Mid-Atlantic,NG,Net generation,133816,megawatthours
2026-07-09T02,MIDA,Mid-Atlantic,TI,Total interchange,728,megawatthours
2026-07-09T02,NE,New England,D,Demand,17358,megawatthours
2026-07-09T02,NE,New England,DF,Day-ahead demand forecast,17100,megawatthours
2026-07-09T02,NE,New England,NG,Net generation,16540,megawatthours
2026-07-09T02,NE,New England,TI,Total interchange,-818,megawatthours
2026-07-09T01,MIDA,Mid-Atlantic,D,Demand,131801,megawatthours
2026-07-09T01,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,124334,megawatthours
2026-07-09T01,MIDA,Mid-Atlantic,NG,Net generation,137820,megawatthours
2026-07-09T01,MIDA,Mid-Atlantic,TI,Total interchange,902,megawatthours
2026-07-09T01,NE,New England,D,Demand,18096,megawatthours
2026-07-09T01,NE,New England,DF,Day-ahead demand forecast,17950,megawatthours
2026-07-09T01,NE,New England,NG,Net generation,17150,megawatthours
2026-07-09T01,NE,New England,TI,Total interchange,-946,megawatthours
2026-07-09T00,MIDA,Mid-Atlantic,D,Demand,136344,megawatthours
2026-07-09T00,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,128413,megawatthours
2026-07-09T00,MIDA,Mid-Atlantic,NG,Net generation,142031,megawatthours
2026-07-09T00,MIDA,Mid-Atlantic,TI,Total interchange,818,megawatthours
2026-07-09T00,NE,New England,D,Demand,18436,megawatthours
2026-07-09T00,NE,New England,DF,Day-ahead demand forecast,18420,megawatthours
2026-07-09T00,NE,New England,NG,Net generation,17806,megawatthours
2026-07-09T00,NE,New England,TI,Total interchange,-630,megawatthours
2026-07-08T23,MIDA,Mid-Atlantic,D,Demand,139375,megawatthours
2026-07-08T23,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,132177,megawatthours
2026-07-08T23,MIDA,Mid-Atlantic,NG,Net generation,144462,megawatthours
2026-07-08T23,MIDA,Mid-Atlantic,TI,Total interchange,679,megawatthours
2026-07-08T23,NE,New England,D,Demand,18276,megawatthours
2026-07-08T23,NE,New England,DF,Day-ahead demand forecast,18500,megawatthours
2026-07-08T23,NE,New England,NG,Net generation,18239,megawatthours
2026-07-08T23,NE,New England,TI,Total interchange,-37,megawatthours
2026-07-08T22,MIDA,Mid-Atlantic,D,Demand,139702,megawatthours
2026-07-08T22,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,134289,megawatthours
2026-07-08T22,MIDA,Mid-Atlantic,NG,Net generation,144031,megawatthours
2026-07-08T22,MIDA,Mid-Atlantic,TI,Total interchange,579,megawatthours
2026-07-08T22,NE,New England,D,Demand,17087,megawatthours
2026-07-08T22,NE,New England,DF,Day-ahead demand forecast,17420,megawatthours
2026-07-08T22,NE,New England,NG,Net generation,17480,megawatthours
2026-07-08T22,NE,New England,TI,Total interchange,393,megawatthours
2026-07-08T21,MIDA,Mid-Atlantic,D,Demand,137456,megawatthours
2026-07-08T21,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,134424,megawatthours
2026-07-08T21,MIDA,Mid-Atlantic,NG,Net generation,141998,megawatthours
2026-07-08T21,MIDA,Mid-Atlantic,TI,Total interchange,638,megawatthours
2026-07-08T21,NE,New England,D,Demand,15534,megawatthours
2026-07-08T21,NE,New England,DF,Day-ahead demand forecast,15950,megawatthours
2026-07-08T21,NE,New England,NG,Net generation,16200,megawatthours
2026-07-08T21,NE,New England,TI,Total interchange,666,megawatthours
2026-07-08T20,MIDA,Mid-Atlantic,D,Demand,134221,megawatthours
2026-07-08T20,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,132592,megawatthours
2026-07-08T20,MIDA,Mid-Atlantic,NG,Net generation,138942,megawatthours
2026-07-08T20,MIDA,Mid-Atlantic,TI,Total interchange,63,megawatthours
2026-07-08T20,NE,New England,D,Demand,13953,megawatthours
2026-07-08T20,NE,New England,DF,Day-ahead demand forecast,14240,megawatthours
2026-07-08T20,NE,New England,NG,Net generation,14916,megawatthours
2026-07-08T20,NE,New England,TI,Total interchange,963,megawatthours
2026-07-08T19,MIDA,Mid-Atlantic,D,Demand,130124,megawatthours
2026-07-08T19,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,130054,megawatthours
2026-07-08T19,MIDA,Mid-Atlantic,NG,Net generation,135072,megawatthours
2026-07-08T19,MIDA,Mid-Atlantic,TI,Total interchange,215,megawatthours
2026-07-08T19,NE,New England,D,Demand,12728,megawatthours
2026-07-08T19,NE,New England,DF,Day-ahead demand forecast,12960,megawatthours
2026-07-08T19,NE,New England,NG,Net generation,13780,megawatthours
2026-07-08T19,NE,New England,TI,Total interchange,1052,megawatthours
2026-07-08T18,MIDA,Mid-Atlantic,D,Demand,126394,megawatthours
2026-07-08T18,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,127376,megawatthours
2026-07-08T18,MIDA,Mid-Atlantic,NG,Net generation,131359,megawatthours
2026-07-08T18,MIDA,Mid-Atlantic,TI,Total interchange,657,megawatthours
2026-07-08T18,NE,New England,D,Demand,11844,megawatthours
2026-07-08T18,NE,New England,DF,Day-ahead demand forecast,11880,megawatthours
2026-07-08T18,NE,New England,NG,Net generation,12535,megawatthours
2026-07-08T18,NE,New England,TI,Total interchange,691,megawatthours
2026-07-08T17,MIDA,Mid-Atlantic,D,Demand,122917,megawatthours
2026-07-08T17,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,124482,megawatthours
2026-07-08T17,MIDA,Mid-Atlantic,NG,Net generation,127290,megawatthours
2026-07-08T17,MIDA,Mid-Atlantic,TI,Total interchange,852,megawatthours
2026-07-08T17,NE,New England,D,Demand,11200,megawatthours
2026-07-08T17,NE,New England,DF,Day-ahead demand forecast,11160,megawatthours
2026-07-08T17,NE,New England,NG,Net generation,11689,megawatthours
2026-07-08T17,NE,New England,TI,Total interchange,489,megawatthours
2026-07-08T16,MIDA,Mid-Atlantic,D,Demand,118355,megawatthours
2026-07-08T16,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,120687,megawatthours
2026-07-08T16,MIDA,Mid-Atlantic,NG,Net generation,122679,megawatthours
2026-07-08T16,MIDA,Mid-Atlantic,TI,Total interchange,1029,megawatthours
2026-07-08T16,NE,New England,D,Demand,10856,megawatthours
2026-07-08T16,NE,New England,DF,Day-ahead demand forecast,10770,megawatthours
2026-07-08T16,NE,New England,NG,Net generation,11115,megawatthours
2026-07-08T16,NE,New England,TI,Total interchange,259,megawatthours
2026-07-08T15,MIDA,Mid-Atlantic,D,Demand,114438,megawatthours
2026-07-08T15,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,116534,megawatthours
2026-07-08T15,MIDA,Mid-Atlantic,NG,Net generation,119972,megawatthours
2026-07-08T15,MIDA,Mid-Atlantic,TI,Total interchange,1003,megawatthours
2026-07-08T15,NE,New England,D,Demand,10876,megawatthours
2026-07-08T15,NE,New England,DF,Day-ahead demand forecast,10690,megawatthours
2026-07-08T15,NE,New England,NG,Net generation,10812,megawatthours
2026-07-08T15,NE,New England,TI,Total interchange,-64,megawatthours
2026-07-08T14,MIDA,Mid-Atlantic,D,Demand,109703,megawatthours
2026-07-08T14,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,111991,megawatthours
2026-07-08T14,MIDA,Mid-Atlantic,NG,Net generation,114949,megawatthours
2026-07-08T14,MIDA,Mid-Atlantic,TI,Total interchange,885,megawatthours
2026-07-08T14,NE,New England,D,Demand,11147,megawatthours
2026-07-08T14,NE,New England,DF,Day-ahead demand forecast,10970,megawatthours
2026-07-08T14,NE,New England,NG,Net generation,10632,megawatthours
2026-07-08T14,NE,New England,TI,Total interchange,-515,megawatthours
2026-07-08T13,MIDA,Mid-Atlantic,D,Demand,105709,megawatthours
2026-07-08T13,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,107308,megawatthours
2026-07-08T13,MIDA,Mid-Atlantic,NG,Net generation,111026,megawatthours
2026-07-08T13,MIDA,Mid-Atlantic,TI,Total interchange,1184,megawatthours
2026-07-08T13,NE,New England,D,Demand,11595,megawatthours
2026-07-08T13,NE,New England,DF,Day-ahead demand forecast,11580,megawatthours
2026-07-08T13,NE,New England,NG,Net generation,10708,megawatthours
2026-07-08T13,NE,New England,TI,Total interchange,-887,megawatthours
2026-07-08T12,MIDA,Mid-Atlantic,D,Demand,101763,megawatthours
2026-07-08T12,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,102818,megawatthours
2026-07-08T12,MIDA,Mid-Atlantic,NG,Net generation,107372,megawatthours
2026-07-08T12,MIDA,Mid-Atlantic,TI,Total interchange,1160,megawatthours
2026-07-08T12,NE,New England,D,Demand,12031,megawatthours
2026-07-08T12,NE,New England,DF,Day-ahead demand forecast,12040,megawatthours
2026-07-08T12,NE,New England,NG,Net generation,10825,megawatthours
2026-07-08T12,NE,New England,TI,Total interchange,-1206,megawatthours
2026-07-08T11,MIDA,Mid-Atlantic,D,Demand,96971,megawatthours
2026-07-08T11,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,98438,megawatthours
2026-07-08T11,MIDA,Mid-Atlantic,NG,Net generation,102278,megawatthours
2026-07-08T11,MIDA,Mid-Atlantic,TI,Total interchange,1137,megawatthours
2026-07-08T11,NE,New England,D,Demand,11854,megawatthours
2026-07-08T11,NE,New England,DF,Day-ahead demand forecast,11770,megawatthours
2026-07-08T11,NE,New England,NG,Net generation,10566,megawatthours
2026-07-08T11,NE,New England,TI,Total interchange,-1288,megawatthours
2026-07-08T10,MIDA,Mid-Atlantic,D,Demand,94436,megawatthours
2026-07-08T10,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,93808,megawatthours
2026-07-08T10,MIDA,Mid-Atlantic,NG,Net generation,100284,megawatthours
2026-07-08T10,MIDA,Mid-Atlantic,TI,Total interchange,968,megawatthours
2026-07-08T10,NE,New England,D,Demand,11689,megawatthours
2026-07-08T10,NE,New England,DF,Day-ahead demand forecast,11130,megawatthours
2026-07-08T10,NE,New England,NG,Net generation,10304,megawatthours
2026-07-08T10,NE,New England,TI,Total interchange,-1385,megawatthours
2026-07-08T09,MIDA,Mid-Atlantic,D,Demand,92450,megawatthours
2026-07-08T09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,90072,megawatthours
2026-07-08T09,MIDA,Mid-Atlantic,NG,Net generation,98488,megawatthours
2026-07-08T09,MIDA,Mid-Atlantic,TI,Total interchange,939,megawatthours
2026-07-08T09,NE,New England,D,Demand,11810,megawatthours
2026-07-08T09,NE,New England,DF,Day-ahead demand forecast,10690,megawatthours
2026-07-08T09,NE,New England,NG,Net generation,10628,megawatthours
2026-07-08T09,NE,New England,TI,Total interchange,-1182,megawatthours
2026-07-08T08,MIDA,Mid-Atlantic,D,Demand,92893,megawatthours
2026-07-08T08,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,88197,megawatthours
2026-07-08T08,MIDA,Mid-Atlantic,NG,Net generation,99124,megawatthours
2026-07-08T08,MIDA,Mid-Atlantic,TI,Total interchange,757,megawatthours
2026-07-08T08,NE,New England,D,Demand,11686,megawatthours
2026-07-08T08,NE,New England,DF,Day-ahead demand forecast,10550,megawatthours
2026-07-08T08,NE,New England,NG,Net generation,10619,megawatthours
2026-07-08T08,NE,New England,TI,Total interchange,-1067,megawatthours
2026-07-08T07,MIDA,Mid-Atlantic,D,Demand,95339,megawatthours
2026-07-08T07,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,88663,megawatthours
2026-07-08T07,MIDA,Mid-Atlantic,NG,Net generation,101691,megawatthours
2026-07-08T07,MIDA,Mid-Atlantic,TI,Total interchange,5631,megawatthours
2026-07-08T07,NE,New England,D,Demand,11834,megawatthours
2026-07-08T07,NE,New England,DF,Day-ahead demand forecast,10730,megawatthours
2026-07-08T07,NE,New England,NG,Net generation,10762,megawatthours
2026-07-08T07,NE,New England,TI,Total interchange,-1072,megawatthours
2026-07-08T06,MIDA,Mid-Atlantic,D,Demand,98816,megawatthours
2026-07-08T06,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,90858,megawatthours
2026-07-08T06,MIDA,Mid-Atlantic,NG,Net generation,105168,megawatthours
2026-07-08T06,MIDA,Mid-Atlantic,TI,Total interchange,6287,megawatthours
2026-07-08T06,NE,New England,D,Demand,12014,megawatthours
2026-07-08T06,NE,New England,DF,Day-ahead demand forecast,11060,megawatthours
2026-07-08T06,NE,New England,NG,Net generation,10938,megawatthours
2026-07-08T06,NE,New England,TI,Total interchange,-1076,megawatthours
2026-07-08T05,MIDA,Mid-Atlantic,D,Demand,103657,megawatthours
2026-07-08T05,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,94589,megawatthours
2026-07-08T05,MIDA,Mid-Atlantic,NG,Net generation,108550,megawatthours
2026-07-08T05,MIDA,Mid-Atlantic,TI,Total interchange,6098,megawatthours
2026-07-08T05,NE,New England,D,Demand,12194,megawatthours
2026-07-08T05,NE,New England,DF,Day-ahead demand forecast,11550,megawatthours
2026-07-08T05,NE,New England,NG,Net generation,11146,megawatthours
2026-07-08T05,NE,New England,TI,Total interchange,-1048,megawatthours
2026-07-08T04,MIDA,Mid-Atlantic,D,Demand,108297,megawatthours
