week_ending,commodity,padd1_imports_total_kbd,padd1_imports_canada_kbd,padd1_imports_non_canada_kbd,padd1_exports_total_kbd,padd1ab_imports_total_kbd,padd1ab_imports_canada_kbd,padd1ab_imports_non_canada_kbd,padd1ab_exports_total_kbd,padd1ab_exports_europe_kbd,padd1ab_exports_other_kbd,padd1c_imports_total_kbd,padd1c_imports_canada_kbd,padd1c_imports_non_canada_kbd,padd1c_imports_intra_us_kbd,padd1c_exports_total_kbd,padd3_to_padd1_kbd,padd3_to_padd1ab_kbd,padd3_to_padd1c_kbd,padd3_to_padd5_kbd,padd3_exports_total_kbd,padd3_exports_africa_kbd,padd3_exports_europe_kbd,padd3_exports_latin_america_kbd,padd3_exports_other_kbd,padd5_imports_total_kbd,padd5_exports_total_kbd,us_imports_total_kbd,us_imports_canada_kbd,us_imports_non_canada_kbd,us_exports_total_kbd,us_exports_europe_kbd,us_exports_latin_america_kbd
2019-02-08,jet,160.76,11.43,149.32999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.67,0.0,0.0,0.0,73.63,0.0,46.84,26.79,0.0,93.26,55.18,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-15,jet,107.22,24.68,82.53999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,244.13,0.0,0.0,244.13,0.0,106.45,31.9,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22,jet,105.07000000000001,18.82,86.25,49.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,0.0,0.0,0.0,159.79,0.0,0.0,159.79,0.0,118.49,78.45,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,jet,43.67,9.38,34.29,41.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,138.87,0.0,47.91,90.96,1.4210854715202004e-14,51.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08,jet,141.53,54.67,86.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,24.52,0.0,0.0,24.52,0.0,159.82,8.35,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-15,jet,42.84,25.13,17.710000000000004,40.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,117.64,0.0,0.0,117.64,0.0,62.81,25.65,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-22,jet,30.0,19.29,10.71,16.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0,0.0,0.0,236.45,0.0,0.0,235.54,0.9099999999999966,121.64,21.78,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-29,jet,76.35,0.0,76.35,43.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0,0.0,0.0,113.34,0.0,0.0,88.36,24.980000000000004,38.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-05,jet,193.39000000000001,25.05,168.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.65,0.0,0.0,108.65,0.0,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12,jet,83.58,59.29,24.29,42.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.37,0.0,0.0,0.0,205.74,0.0,0.0,205.74,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-19,jet,41.21,19.29,21.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0,0.0,0.0,138.16,0.0,0.0,132.2,5.960000000000008,94.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-26,jet,66.28,15.71,50.57,43.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23,0.0,0.0,0.0,184.78,0.0,0.0,184.78,0.0,156.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-03,jet,27.57,27.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.45999999999998,0.0,0.0,161.51,30.94999999999999,87.27,26.16,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-10,jet,49.16,49.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,0.0,0.0,0.0,225.70000000000002,0.0,45.4,139.97,40.33000000000001,191.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-17,jet,120.63,6.43,114.19999999999999,38.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.61,0.0,0.0,0.0,170.25,0.0,47.54,122.71,1.4210854715202004e-14,115.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-24,jet,31.71,31.71,0.0,41.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,0.0,0.0,0.0,237.99,1.02,0.0,194.97,42.0,93.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-31,jet,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01,0.0,0.0,0.0,193.83,0.0,0.0,54.56,139.27,160.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-07,jet,88.62,45.53,43.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.24,0.0,0.0,0.0,122.83,0.0,0.0,71.92,50.91,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-14,jet,71.15,0.0,71.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,0.0,0.0,0.0,151.47,0.0,0.0,151.47,0.0,208.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-21,jet,72.63,72.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.23000000000002,0.0,44.87,140.72,44.640000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-28,jet,28.98,7.02,21.96,14.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,0.0,0.0,0.0,194.72,0.0,44.88,121.72,28.120000000000005,160.71,19.74,0.0,0.0,0.0,0.0,0.0,0.0
