week_ending,commodity,imports_total_kbd,imports_canada_kbd,imports_latin_america_kbd,imports_europe_kbd,imports_asia_kbd,imports_middle_east_kbd,imports_africa_kbd,imports_other_kbd,exports_total_kbd,exports_canada_kbd,exports_latin_america_kbd,exports_europe_kbd,exports_asia_kbd,exports_middle_east_kbd,exports_africa_kbd,exports_other_kbd,net_imports_kbd,net_exports_kbd
2022-09-02,jet,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,206.833,0.0,0.0,0.0,0.0,0.0,0.0,206.833,-182.833,182.833
2022-09-09,jet,117.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,210.933,0.0,0.0,0.0,0.0,0.0,0.0,210.933,-93.93299999999999,93.93299999999999
2022-09-16,jet,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,210.933,0.0,0.0,0.0,0.0,0.0,0.0,210.933,-160.933,160.933
2022-09-23,jet,140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,210.933,0.0,0.0,0.0,0.0,0.0,0.0,210.933,-70.93299999999999,70.93299999999999
2022-09-30,jet,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,210.933,0.0,0.0,0.0,0.0,0.0,0.0,210.933,-204.933,204.933
2022-10-07,jet,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,141.967,0.0,0.0,0.0,0.0,0.0,0.0,141.967,-65.96700000000001,65.96700000000001
2022-10-14,jet,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,141.967,0.0,0.0,0.0,0.0,0.0,0.0,141.967,-77.96700000000001,77.96700000000001
2022-10-21,jet,371.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,141.967,0.0,0.0,0.0,0.0,0.0,0.0,141.967,229.033,-229.033
2022-10-28,jet,74.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,141.967,0.0,0.0,0.0,0.0,0.0,0.0,141.967,-67.96700000000001,67.96700000000001
2022-11-04,jet,116.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,159.5287142857143,0.0,0.0,0.0,0.0,0.0,0.0,159.5287142857143,-43.52871428571431,43.52871428571431
2022-11-11,jet,201.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,172.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,172.70000000000002,28.299999999999983,-28.299999999999983
2022-11-18,jet,43.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,172.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,172.70000000000002,-129.70000000000002,129.70000000000002
2022-11-25,jet,149.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,172.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,172.70000000000002,-23.700000000000017,23.700000000000017
