month,commodity,padd1_imports_total_kbd,padd1_imports_canada_kbd,padd1_imports_non_canada_kbd,padd1_exports_total_kbd,padd1ab_imports_total_kbd,padd1ab_imports_canada_kbd,padd1ab_imports_non_canada_kbd,padd1ab_exports_total_kbd,padd1ab_exports_europe_kbd,padd1ab_exports_other_kbd,padd1c_imports_total_kbd,padd1c_imports_canada_kbd,padd1c_imports_non_canada_kbd,padd1c_imports_intra_us_kbd,padd1c_exports_total_kbd,padd3_to_padd1_kbd,padd3_to_padd1ab_kbd,padd3_to_padd1c_kbd,padd3_to_padd5_kbd,padd3_exports_total_kbd,padd3_exports_africa_kbd,padd3_exports_europe_kbd,padd3_exports_latin_america_kbd,padd3_exports_other_kbd,padd5_imports_total_kbd,padd5_exports_total_kbd,us_imports_total_kbd,us_imports_canada_kbd,us_imports_non_canada_kbd,us_exports_total_kbd,us_exports_europe_kbd,us_exports_latin_america_kbd
2024-10,jet,1.45,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.39,0.0,0.0,0.0,186.83,2.65,20.880000000000003,126.5,36.80000000000001,138.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11,jet,23.03,7.33,15.700000000000001,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.72,0.0,0.0,0.0,149.27,0.0,15.31,114.23,19.730000000000004,86.45,16.06,0.0,0.0,0.0,0.0,0.0,0.0
2024-12,jet,15.33,9.56,5.77,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6,0.0,0.0,0.0,208.80999999999997,0.0,25.58,149.62,33.60999999999996,112.47,19.34,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,jet,50.78,11.42,39.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77,0.0,0.0,0.97,115.82,0.0,0.0,92.96,22.86,100.6,9.01,0.0,0.0,0.0,0.0,0.0,0.0
2025-02,jet,63.32000000000001,9.11,54.21000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,0.0,0.0,2.14,134.59,0.0,0.0,97.58,37.010000000000005,108.25,25.64,0.0,0.0,0.0,0.0,0.0,0.0
2025-03,jet,95.25,19.98,75.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7,0.0,0.0,0.0,176.99999999999997,0.0,20.64,120.73,35.62999999999995,109.35,6.13,0.0,0.0,0.0,0.0,0.0,0.0
2025-04,jet,44.39,14.5,29.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.44,0.0,0.0,0.0,143.76999999999998,0.0,0.0,116.05,27.719999999999985,137.76,9.8,0.0,0.0,0.0,0.0,0.0,0.0
2025-05,jet,14.0,10.16,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.66,0.0,0.0,0.0,160.77,0.0,30.4,94.42,35.95,167.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06,jet,14.64,14.64,0.0,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.62,0.0,0.0,0.0,207.71999999999997,0.0,47.54,122.66,37.51999999999998,99.1,5.75,0.0,0.0,0.0,0.0,0.0,0.0
2025-07,jet,21.08,9.94,11.139999999999999,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.0,0.0,0.0,186.85999999999999,0.0,10.54,138.84,37.47999999999999,122.81,9.43,0.0,0.0,0.0,0.0,0.0,0.0
2025-08,jet,22.03,12.86,9.170000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.3,0.0,0.0,0.0,157.57000000000002,0.0,0.0,136.28,21.29000000000002,132.1,1.23,0.0,0.0,0.0,0.0,0.0,0.0
2025-09,jet,4.98,4.98,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47,0.0,0.0,0.0,177.95,0.0,31.1,130.53,16.319999999999993,117.98,15.6,0.0,0.0,0.0,0.0,0.0,0.0
2025-10,jet,45.84,10.15,35.690000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.04,0.0,0.0,0.0,148.95000000000002,0.0,4.84,122.83,21.280000000000015,132.92,5.11,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,jet,24.06,13.7,10.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.46,0.0,0.0,0.0,168.57999999999998,0.0,35.26,104.71,28.61,154.42,2.8,0.0,0.0,0.0,0.0,0.0,0.0
2025-12,jet,27.33,17.77,9.559999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.99,0.0,0.0,0.0,228.66,0.0,49.49,150.85,28.319999999999993,127.79,17.9,0.0,0.0,0.0,0.0,0.0,0.0
2026-01,jet,12.3,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.98,0.0,0.0,0.0,260.84,0.0,71.5,158.73,30.609999999999985,108.17,12.58,0.0,0.0,0.0,0.0,0.0,0.0
2026-02,jet,29.42,19.34,10.080000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.93,0.0,0.0,0.0,191.51,4.41,6.3,140.29,40.50999999999999,132.52,17.18,0.0,0.0,0.0,0.0,0.0,0.0
2026-03,jet,28.15,28.15,0.0,28.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.29,0.0,0.0,0.0,278.5,0.0,76.22,169.61,32.66999999999999,93.62,7.57,0.0,0.0,0.0,0.0,0.0,0.0
2026-04,jet,23.59,23.59,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.96,0.0,0.0,25.22,311.29,2.5,124.25000000000001,155.42,29.120000000000033,66.35,4.72,0.0,0.0,0.0,0.0,0.0,0.0
2026-05,jet,7.27,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.21,0.0,0.0,9.88,304.07000000000005,3.79,152.42000000000002,135.65,12.210000000000008,55.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06,jet,22.25,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,22.54,340.29999999999995,0.0,141.57,162.23,36.49999999999997,60.44,10.09,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,jet,2.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,49.17,0.0,20.29,24.97,3.9100000000000037,74.14,19.61,0.0,0.0,0.0,0.0,0.0,0.0
2026-08,jet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
