month,commodity,imports_total_kbd,imports_canada_kbd,imports_latin_america_kbd,imports_europe_kbd,imports_asia_kbd,imports_middle_east_kbd,imports_africa_kbd,imports_other_kbd,exports_total_kbd,exports_canada_kbd,exports_latin_america_kbd,exports_europe_kbd,exports_asia_kbd,exports_middle_east_kbd,exports_africa_kbd,exports_other_kbd,net_imports_kbd,net_exports_kbd
2024-02-01,diesel,167.79310344827587,0.0,0.0,0.0,0.0,0.0,0.0,167.79310344827587,1009.6896551724138,0.0,0.0,0.0,0.0,0.0,0.0,1009.6896551724138,-841.8965517241379,841.8965517241379
2024-03-01,diesel,154.5483870967742,0.0,0.0,0.0,0.0,0.0,0.0,154.5483870967742,1204.483870967742,0.0,0.0,0.0,0.0,0.0,0.0,1204.483870967742,-1049.9354838709678,1049.9354838709678
2024-04-01,diesel,132.96666666666667,0.0,0.0,0.0,0.0,0.0,0.0,132.96666666666667,1291.8,0.0,0.0,0.0,0.0,0.0,0.0,1291.8,-1158.8333333333333,1158.8333333333333
2024-05-01,diesel,122.29032258064517,0.0,0.0,0.0,0.0,0.0,0.0,122.29032258064517,1191.6451612903227,0.0,0.0,0.0,0.0,0.0,0.0,1191.6451612903227,-1069.3548387096773,1069.3548387096773
2024-06-01,diesel,118.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0,118.46666666666667,1423.6,0.0,0.0,0.0,0.0,0.0,0.0,1423.6,-1305.1333333333334,1305.1333333333334
2024-07-01,diesel,122.25806451612904,0.0,0.0,0.0,0.0,0.0,0.0,122.25806451612904,1333.8709677419354,0.0,0.0,0.0,0.0,0.0,0.0,1333.8709677419354,-1211.6129032258063,1211.6129032258063
2024-08-01,diesel,137.19354838709677,0.0,0.0,0.0,0.0,0.0,0.0,137.19354838709677,1540.0645161290322,0.0,0.0,0.0,0.0,0.0,0.0,1540.0645161290322,-1402.8709677419354,1402.8709677419354
2024-09-01,diesel,151.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,151.86666666666667,1437.4,0.0,0.0,0.0,0.0,0.0,0.0,1437.4,-1285.5333333333333,1285.5333333333333
2024-10-01,diesel,133.96774193548387,0.0,0.0,0.0,0.0,0.0,0.0,133.96774193548387,1285.6774193548388,0.0,0.0,0.0,0.0,0.0,0.0,1285.6774193548388,-1151.7096774193549,1151.7096774193549
2024-11-01,diesel,125.1,0.0,0.0,0.0,0.0,0.0,0.0,125.1,1355.1,0.0,0.0,0.0,0.0,0.0,0.0,1355.1,-1230.0,1230.0
2024-12-01,diesel,177.7741935483871,0.0,0.0,0.0,0.0,0.0,0.0,177.7741935483871,1380.225806451613,0.0,0.0,0.0,0.0,0.0,0.0,1380.225806451613,-1202.4516129032259,1202.4516129032259
2025-01-01,diesel,211.06451612903226,0.0,0.0,0.0,0.0,0.0,0.0,211.06451612903226,1141.5483870967741,0.0,0.0,0.0,0.0,0.0,0.0,1141.5483870967741,-930.483870967742,930.483870967742
2025-02-01,diesel,287.75,0.0,0.0,0.0,0.0,0.0,0.0,287.75,980.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,-692.25,692.25
2025-03-01,diesel,181.67741935483872,0.0,0.0,0.0,0.0,0.0,0.0,181.67741935483872,1126.6129032258063,0.0,0.0,0.0,0.0,0.0,0.0,1126.6129032258063,-944.9354838709677,944.9354838709677
2025-04-01,diesel,98.23333333333333,0.0,0.0,0.0,0.0,0.0,0.0,98.23333333333333,1185.7,0.0,0.0,0.0,0.0,0.0,0.0,1185.7,-1087.4666666666667,1087.4666666666667
2025-05-01,diesel,146.38709677419354,0.0,0.0,0.0,0.0,0.0,0.0,146.38709677419354,1341.258064516129,0.0,0.0,0.0,0.0,0.0,0.0,1341.258064516129,-1194.8709677419354,1194.8709677419354
